Filename,NUV,FUV,EUV
PEGASUS.M0.Teff=3850.logg=4.78.TRgrad=7.5.cmtop=5.5.cmin=3.5.fits,2469.711544590370,4685.709231734780,186858.7911187230
PEGASUS.M0.Teff=3850.logg=4.78.TRgrad=7.5.cmtop=5.5.cmin=3.fits,2558.263805147570,4789.518239526340,187424.39728827400
PEGASUS.M0.Teff=3850.logg=4.78.TRgrad=7.5.cmtop=5.5.cmin=4.5.fits,763.2965980641610,3995.1753252598600,184249.19722378800
PEGASUS.M0.Teff=3850.logg=4.78.TRgrad=7.5.cmtop=5.5.cmin=4.fits,1884.7597020612100,4368.553854295390,185614.95684423300
PEGASUS.M0.Teff=3850.logg=4.78.TRgrad=7.5.cmtop=5.cmin=3.5.fits,7039.2504660471,21227.264942521700,1103979.4284799800
PEGASUS.M0.Teff=3850.logg=4.78.TRgrad=7.5.cmtop=5.cmin=3.fits,8363.681001055010,21354.549807347000,1112973.9417902300
PEGASUS.M0.Teff=3850.logg=4.78.TRgrad=7.5.cmtop=5.cmin=4.fits,2789.7580803780500,19568.06670528170,1083968.3562360400
PEGASUS.M0.Teff=3850.logg=4.78.TRgrad=7.5.cmtop=6.5.cmin=3.5.fits,569.3176846362820,478.0190960767360,14372.309764109900
PEGASUS.M0.Teff=3850.logg=4.78.TRgrad=7.5.cmtop=6.5.cmin=3.fits,702.0495628829210,492.14461908892800,14387.00888046780
PEGASUS.M0.Teff=3850.logg=4.78.TRgrad=7.5.cmtop=6.5.cmin=4.5.fits,407.2548292889540,427.843905900216,14309.74948846330
PEGASUS.M0.Teff=3850.logg=4.78.TRgrad=7.5.cmtop=6.5.cmin=4.fits,480.2401029870980,451.2014967536180,14344.117594491200
PEGASUS.M0.Teff=3850.logg=4.78.TRgrad=7.5.cmtop=6.5.cmin=5.5.fits,174.61116349051300,399.40008781847500,14093.48907871850
PEGASUS.M0.Teff=3850.logg=4.78.TRgrad=7.5.cmtop=6.5.cmin=5.fits,282.3124224989980,418.02093929112900,14269.43823804980
