target,st_spectype,st_teff,ra,dec,calib_level,obs_collection,obs_id,target_name,s_ra,s_dec,t_min,t_exptime,wavelength_region,filters,target_classification,t_obs_release,instrument_name,project,distance
Kepler-1582,,3187,289.3765441,41.1580845,2,GALEX,6.37141E+18,AIS_14_1_12,289.2468784,41.25625842,55731.98969,237.05,UV,NUV,,56189.17684,GALEX,AIS,0
Kepler-621,,3939,290.927245,39.9141166,2,GALEX,3.72923E+18,MISKEP_08677_0015,291.6158419,39.88048818,55777.44227,641.15,UV,NUV,,55993.34031,GALEX,MIS,0
Kepler-1761,,3767,284.1329728,49.1426325,2,GALEX,3.72993E+18,MISKEP_10512_0009,283.5657117,49.13745553,55726.99028,1726.2,UV,NUV,,55992.22441,GALEX,MIS,0
LP 890-9,M6 V,2850,64.1309096,-28.3157909,2,GALEX,6.38158E+18,AIS_303_1_43,63.76474911,-28.53680673,53751.80747,190,UV,NUV,,55384.82853,GALEX,AIS,0
LP 890-9,M6 V,2850,64.1309096,-28.3157909,2,GALEX,6.38158E+18,AIS_303_1_43,63.76474911,-28.53680673,53751.80747,190,UV,FUV,,55384.82853,GALEX,AIS,0
TOI-3884,M4,3269,181.5718341,12.5070258,2,GALEX,6.48392E+18,GI6_001001_GUVICS001_css36850,181.9715474,12.57798713,55281.01676,193.1,UV,NUV,,56233.88603,GALEX,GII,0
K2-239,M3.0 V,3420,160.5941265,4.4413751,2,GALEX,2.94638E+18,MISWZN11_12334_0314,160.494134,4.279006306,54920.73823,4356.8,UV,NUV,,55992.24101,GALEX,MIS,0
K2-320,,3157,163.2519122,5.3064776,2,GALEX,2.94662E+18,MISWZN11_12392_0315,163.1491955,5.523597039,54898.4851,3330.1,UV,NUV,,55992.24131,GALEX,MIS,0
Kepler-1850,,4239,287.1428295,43.6161177,2,GALEX,6.37137E+18,AIS_13_1_16,286.6991839,43.10462027,53933.40653,136,UV,NUV,,55350.37823,GALEX,AIS,0
Kepler-1850,,4239,287.1428295,43.6161177,2,GALEX,6.37137E+18,AIS_13_1_16,286.6991839,43.10462027,53933.40653,136,UV,FUV,,55350.37823,GALEX,AIS,0
2MASS J22362452+4751425,K7 V,4045,339.1025931,47.861683,2,GALEX,6.37201E+18,AIS_31_1_56,339.0301931,48.23433787,54660.0865,214,UV,NUV,,55370.69034,GALEX,AIS,0
2MASS J22362452+4751425,K7 V,4045,339.1025931,47.861683,2,GALEX,6.37201E+18,AIS_31_1_56,339.0301931,48.23433787,54660.0865,214,UV,FUV,,55370.69034,GALEX,AIS,0
GJ 1214,,2949,258.8313991,4.9606795,2,GALEX,6.37556E+18,AIS_132_1_36,259.0996817,5.520323735,53539.85969,442.15,UV,NUV,,55414.88269,GALEX,AIS,0
GJ 1214,,2949,258.8313991,4.9606795,2,GALEX,6.37556E+18,AIS_132_1_36,259.0996817,5.520323735,53941.69711,125.05,UV,FUV,,55414.88269,GALEX,AIS,0
GJ 9066,M5.0 V,3154,30.0588307,13.0443172,2,GALEX,6.37739E+18,AIS_184_1_46,30.34622575,13.35577226,54389.26764,205,UV,NUV,,55417.7499,GALEX,AIS,0
GJ 9066,M5.0 V,3154,30.0588307,13.0443172,2,GALEX,6.37739E+18,AIS_184_1_46,30.34622575,13.35577226,54389.26764,205,UV,FUV,,55417.7499,GALEX,AIS,0
GJ 9066,M5.0 V,3154,30.0588307,13.0443172,2,GALEX,6.37739E+18,AIS_184_1_47,29.86383766,12.4732767,54389.27594,254.05,UV,NUV,,55417.75947,GALEX,AIS,0
GJ 9066,M5.0 V,3154,30.0588307,13.0443172,2,GALEX,6.37739E+18,AIS_184_1_47,29.86383766,12.4732767,54389.27594,254.05,UV,FUV,,55417.75947,GALEX,AIS,0
K2-125,,3654.47,204.1418754,-14.9478195,2,GALEX,6.37915E+18,AIS_234_1_6,204.1781186,-14.77062282,53143.63399,112,UV,NUV,,55377.87387,GALEX,AIS,0
K2-123,,3856,134.4441404,21.4532748,2,GALEX,3.72117E+18,MISGCSAN_16240_2282,134.3982542,21.57097768,54837.829,2676.05,UV,NUV,,55275.00705,GALEX,MIS,0
K2-343,,3804,134.2021746,21.5026882,2,GALEX,3.72117E+18,MISGCSAN_16240_2282,134.3982542,21.57097768,54837.829,2676.05,UV,NUV,,55275.00705,GALEX,MIS,0
K2-343,,3804,134.2021746,21.5026882,2,GALEX,3.72117E+18,MISGCSAN_16240_2282,134.3982542,21.57097768,54837.829,2676.05,UV,FUV,,55275.00705,GALEX,MIS,0
K2-123,,3856,134.4441404,21.4532748,2,GALEX,3.72117E+18,MISGCSAN_16240_2282,134.3982542,21.57097768,54837.829,2676.05,UV,FUV,,55275.00705,GALEX,MIS,0
TOI-2445,,3333,43.3161555,0.0523366,2,GALEX,3.87651E+18,MISGCSS5_18406_0181,43.49029986,-0.266553045,55129.63378,1591.15,UV,NUV,,55279.95913,GALEX,MIS,0
TOI-2081,M1.0,3800,264.3022634,53.0255666,2,GALEX,6.37116E+18,AIS_7_1_10,264.543991,52.90493889,53138.64148,271,UV,NUV,,55355.87037,GALEX,AIS,0
TOI-2081,M1.0,3800,264.3022634,53.0255666,2,GALEX,6.37116E+18,AIS_7_1_10,264.543991,52.90493889,53182.75238,160,UV,FUV,,55355.87037,GALEX,AIS,0
Kepler-1350,,3698,288.250611,46.6794847,2,GALEX,6.37123E+18,AIS_9_1_80,287.9931878,46.41325547,53984.63259,211,UV,NUV,,55355.91976,GALEX,AIS,0
Kepler-1350,,3698,288.250611,46.6794847,2,GALEX,6.37123E+18,AIS_9_1_80,287.9931878,46.41325547,53984.63259,211,UV,FUV,,55355.91976,GALEX,AIS,0
GJ 411,,3719.95,165.834471,35.972317,2,GALEX,6.37408E+18,AIS_90_1_50,166.2833669,35.76845047,53428.55174,148.05,UV,NUV,,55473.77838,GALEX,AIS,0
GJ 411,,3719.95,165.834471,35.972317,2,GALEX,6.37408E+18,AIS_90_1_50,166.2833669,35.76845047,53428.55174,148.05,UV,FUV,,55473.77838,GALEX,AIS,0
HD 95127,K0,4218,164.8961152,43.8144094,2,GALEX,6.37412E+18,AIS_91_1_66,165.5945042,43.84779869,53032.86831,440,UV,NUV,,55413.92233,GALEX,AIS,0
HD 95127,K0,4218,164.8961152,43.8144094,2,GALEX,6.37412E+18,AIS_91_1_66,165.5945042,43.84779869,53082.59936,216,UV,FUV,,55413.92233,GALEX,AIS,0
K2-125,,3654.47,204.1418754,-14.9478195,2,GALEX,6.37915E+18,AIS_234_1_6,204.1781186,-14.77062282,53143.63399,112,UV,FUV,,55377.87387,GALEX,AIS,0
K2-151,,3695,19.3047733,9.5012663,2,GALEX,6.3802E+18,AIS_264_1_74,19.21098241,9.024169544,52926.83181,402,UV,NUV,,55478.06604,GALEX,AIS,0
K2-151,,3695,19.3047733,9.5012663,2,GALEX,6.3802E+18,AIS_264_1_74,19.21098241,9.024169544,52926.83181,402,UV,FUV,,55478.06604,GALEX,AIS,0
K2-3,,3896,172.3353708,-1.4551364,2,GALEX,6.38207E+18,AIS_317_1_27,172.7465041,-1.189153295,53812.54637,215,UV,NUV,,55420.92846,GALEX,AIS,0
K2-3,,3896,172.3353708,-1.4551364,2,GALEX,6.38207E+18,AIS_317_1_27,172.7465041,-1.189153295,53812.54637,215,UV,FUV,,55420.92846,GALEX,AIS,0
K2-3,,3896,172.3353708,-1.4551364,2,GALEX,6.38207E+18,AIS_317_1_28,172.1989807,-2.030834363,54179.52034,109,UV,NUV,,55420.94648,GALEX,AIS,0
K2-3,,3896,172.3353708,-1.4551364,2,GALEX,6.38207E+18,AIS_317_1_28,172.1989807,-2.030834363,54179.52034,109,UV,FUV,,55420.94648,GALEX,AIS,0
K2-384,M4 V,3623,20.4998403,0.7509701,2,GALEX,2.91309E+18,MISWZS01_17288_0267,19.90486147,0.648881413,54067.35326,2863.1,UV,NUV,,55275.30598,GALEX,MIS,0
K2-384,M4 V,3623,20.4998403,0.7509701,2,GALEX,2.91309E+18,MISWZS01_17288_0267,19.90486147,0.648881413,54067.35326,2863.1,UV,FUV,,55275.30598,GALEX,MIS,0
Kepler-551,,4282,285.485045,48.0543774,2,GALEX,3.73E+18,MISKEP_10556_0010,285.1054214,47.94395755,55733.28683,1919.75,UV,NUV,,55992.2245,GALEX,MIS,0
KOI-7913 A,,4225,286.7485252,45.1587234,2,GALEX,3.73028E+18,MISKEP_10696_0010,286.6582249,44.92020871,55774.15532,1255,UV,NUV,,55992.2278,GALEX,MIS,0
GJ 3929,M3.5 V,3369,239.5775678,35.4081141,2,GALEX,6.37493E+18,AIS_114_1_49,239.4421182,35.89962816,53140.48052,109,UV,NUV,,55417.95448,GALEX,AIS,0
GJ 3929,M3.5 V,3369,239.5775678,35.4081141,2,GALEX,6.37493E+18,AIS_114_1_49,239.4421182,35.89962816,53140.48052,109,UV,FUV,,55417.95448,GALEX,AIS,0
CD Cet,M5.0 V,3130,48.3530155,4.7751881,2,GALEX,6.37725E+18,AIS_180_1_86,48.22876991,5.215309515,52972.45825,112,UV,NUV,,55427.7845,GALEX,AIS,0
CD Cet,M5.0 V,3130,48.3530155,4.7751881,2,GALEX,6.37725E+18,AIS_180_1_86,48.22876991,5.215309515,52972.45825,112,UV,FUV,,55427.7845,GALEX,AIS,0
HD 24064,,4052,59.1510071,74.0800789,2,GALEX,6.3726E+18,AIS_48_1_45,58.38274007,74.00864301,53637.84691,396.95,UV,NUV,,55360.66603,GALEX,AIS,0
HD 24064,,4052,59.1510071,74.0800789,2,GALEX,6.3726E+18,AIS_48_1_45,58.38274007,74.00864301,53685.09924,284.9,UV,FUV,,55360.66603,GALEX,AIS,0
K2-317,,3387,228.6188638,-21.0227209,2,GALEX,6.38312E+18,AIS_347_1_35,228.4104586,-20.89474613,53518.344,201,UV,NUV,,55426.01909,GALEX,AIS,0
K2-317,,3387,228.6188638,-21.0227209,2,GALEX,6.38312E+18,AIS_347_1_35,228.4104586,-20.89474613,54259.9191,91,UV,FUV,,55426.01909,GALEX,AIS,0
Kepler-28,,4072,292.1370409,42.4294835,2,GALEX,3.154E+18,GI4_056008_KEPLER_16,292.3874748,42.37631601,54606.18534,6904.55,UV,NUV,,55310.17919,GALEX,GII,0
Kepler-28,,4072,292.1370409,42.4294835,2,GALEX,3.154E+18,GI4_056008_KEPLER_16,292.3874748,42.37631601,54606.18534,6904.55,UV,FUV,,55310.17919,GALEX,GII,0
Kepler-844,,4128,287.8578541,48.7739646,2,GALEX,3.72972E+18,MISKEP_09475_0010,288.0078045,49.07753133,55779.0165,867.5,UV,NUV,,55992.21767,GALEX,MIS,0
HD 96127,K2 III,4152,166.441502,44.30155,2,GALEX,3.81036E+18,MISGCSN1_01467_0092,166.9719054,44.02688152,55223.98317,1693.05,UV,NUV,,55275.00172,GALEX,MIS,0
TOI-1749,M0 V,3985,282.7372281,64.419466,2,GALEX,6.37099E+18,AIS_2_1_61,283.5944475,63.97841939,53229.04438,197,UV,NUV,,55355.72678,GALEX,AIS,0
TOI-1749,M0 V,3985,282.7372281,64.419466,2,GALEX,6.37099E+18,AIS_2_1_61,283.5944475,63.97841939,53229.04438,108,UV,FUV,,55355.72678,GALEX,AIS,0
Kepler-1203,,4033,292.7734523,44.178088,2,GALEX,3.19006E+18,GI5_055002_KEPLER_11B,292.1700984,44.1966375,54965.10931,3444.75,UV,NUV,,55986.22806,GALEX,GII,0
Kepler-580,,4003,283.4997537,40.5528053,2,GALEX,3.19035E+18,GI5_055010_KEPLER_13B,283.3276563,40.47994513,54963.26046,4966,UV,NUV,,55310.01894,GALEX,GII,0
Kepler-580,,4003,283.4997537,40.5528053,2,GALEX,3.19035E+18,GI5_055010_KEPLER_13B,283.3276563,40.47994513,54963.26046,862.7,UV,FUV,,55310.01894,GALEX,GII,0
K2-124,,3570,133.6410515,23.1329509,2,GALEX,3.71959E+18,MISGCSAN_16177_2085,134.0479524,22.6731543,54859.73113,1687.05,UV,NUV,,55275.20578,GALEX,MIS,0
K2-124,,3570,133.6410515,23.1329509,2,GALEX,3.71959E+18,MISGCSAN_16177_2085,134.0479524,22.6731543,54859.73113,1687.05,UV,FUV,,55275.20578,GALEX,MIS,0
Kepler-901,,3916,291.1528056,40.8876814,2,GALEX,3.72916E+18,MISKEP_08623_0015,290.4600021,40.59256748,55775.93571,690.5,UV,NUV,,55992.2124,GALEX,MIS,0
K2-124,,3570,133.6410515,23.1329509,2,GALEX,6.37771E+18,AIS_193_1_17,133.1091735,22.88277123,53024.18353,111,UV,FUV,,55398.97733,GALEX,AIS,0
GJ 3779,M4.0 V,3324,200.7335358,24.4639425,2,GALEX,6.37862E+18,AIS_219_1_55,200.2599632,24.52950275,54211.71199,106.05,UV,NUV,,55393.89539,GALEX,AIS,0
K2-323,,3710,159.4209874,6.2858689,2,GALEX,6.38193E+18,AIS_313_1_3,159.0931867,6.555209829,53822.40578,107.05,UV,NUV,,55351.0462,GALEX,AIS,0
GJ 887,M1 V,3688,346.4668274,-35.8530693,2,GALEX,6.38495E+18,AIS_399_1_76,346.2899849,-35.77172603,52932.44333,111,UV,NUV,,55418.8803,GALEX,AIS,0
K2-14,,3970.42,178.0568745,2.5941222,2,GALEX,2.9481E+18,MISGCSN1_13059_0234,178.4663814,3.052367342,55647.57279,1590.1,UV,NUV,,55992.13267,GALEX,MIS,0
K2-71,,4006,341.7248656,-9.8816109,2,GALEX,3.78151E+18,MISGCSS_29590_0723,341.7215502,-9.5818854,54739.84681,1722.1,UV,NUV,,55275.30714,GALEX,MIS,0
K2-71,,4006,341.7248656,-9.8816109,2,GALEX,3.78151E+18,MISGCSS_29590_0723,341.7215502,-9.5818854,54739.84681,989.05,UV,FUV,,55275.30714,GALEX,MIS,0
KOI-7913 A,,4225,286.7485252,45.1587234,2,GALEX,6.37123E+18,AIS_9_1_98,286.6454993,44.92107587,53933.41258,143,UV,NUV,,55355.91316,GALEX,AIS,0
KOI-7913 A,,4225,286.7485252,45.1587234,2,GALEX,6.37123E+18,AIS_9_1_98,286.6454993,44.92107587,53933.41258,143,UV,FUV,,55355.91316,GALEX,AIS,0
K2-384,M4 V,3623,20.4998403,0.7509701,2,GALEX,6.38027E+18,AIS_266_1_39,19.91472589,0.655305917,53273.07866,216,UV,NUV,,55385.12095,GALEX,AIS,0
K2-384,M4 V,3623,20.4998403,0.7509701,2,GALEX,6.38027E+18,AIS_266_1_39,19.91472589,0.655305917,53273.07866,216,UV,FUV,,55385.12095,GALEX,AIS,0
Kepler-1582,,3187,289.3765441,41.1580845,2,GALEX,3.72898E+18,MISKEP_08570_0015,289.2313807,41.22210969,55746.92174,267.1,UV,NUV,,55992.21133,GALEX,MIS,0
Kepler-1456,,4231,286.9453381,43.8228023,2,GALEX,3.73039E+18,MISKEP_10745_0014,286.6627014,44.00161912,55774.49779,652.5,UV,NUV,,55992.22919,GALEX,MIS,0
Kepler-1105,,4299,281.1117588,42.4549698,2,GALEX,3.73074E+18,MISKEP_10903_0014,280.4441138,42.48117754,55764.09986,1090.55,UV,NUV,,55992.23315,GALEX,MIS,0
GJ 625,M2,3499,246.3557854,54.3033625,2,GALEX,6.37102E+18,AIS_3_1_84,246.8333932,54.16773759,53136.93249,295,UV,NUV,,55350.7815,GALEX,AIS,0
GJ 625,M2,3499,246.3557854,54.3033625,2,GALEX,6.37102E+18,AIS_3_1_84,246.8333932,54.16773759,53218.50545,203,UV,FUV,,55350.7815,GALEX,AIS,0
Kepler-1105,,4299,281.1117588,42.4549698,2,GALEX,6.37137E+18,AIS_13_1_35,280.4376532,42.50322269,54263.53916,96,UV,NUV,,55350.39479,GALEX,AIS,0
Kepler-1105,,4299,281.1117588,42.4549698,2,GALEX,6.37137E+18,AIS_13_1_35,280.4376532,42.50322269,54263.53916,96,UV,FUV,,55350.39479,GALEX,AIS,0
K2-284,,4140,79.1407971,20.2549034,2,GALEX,6.37683E+18,AIS_168_1_22,78.79095799,20.73186869,53733.25668,214,UV,NUV,,55372.2417,GALEX,AIS,0
K2-284,,4140,79.1407971,20.2549034,2,GALEX,6.37683E+18,AIS_168_1_22,78.79095799,20.73186869,53733.25668,214,UV,FUV,,55372.2417,GALEX,AIS,0
TOI-2411,,4099,20.9224567,-8.7017944,2,GALEX,6.38035E+18,AIS_268_1_87,20.8387799,-8.253208447,54401.25331,96,UV,NUV,,55360.26549,GALEX,AIS,0
TOI-2411,,4099,20.9224567,-8.7017944,2,GALEX,6.38035E+18,AIS_268_1_87,20.8387799,-8.253208447,54401.25331,96,UV,FUV,,55360.26549,GALEX,AIS,0
TOI-2411,,4099,20.9224567,-8.7017944,2,GALEX,6.38049E+18,AIS_272_1_22,21.30422462,-9.009454306,53265.6238,112,UV,NUV,,55427.19182,GALEX,AIS,0
TOI-2411,,4099,20.9224567,-8.7017944,2,GALEX,6.38049E+18,AIS_272_1_22,21.30422462,-9.009454306,53265.6238,112,UV,FUV,,55427.19182,GALEX,AIS,0
K2-404,,3748,160.3249517,12.1911149,2,GALEX,6.38189E+18,AIS_312_1_29,160.2068151,11.9473407,53828.50954,216.05,UV,NUV,,55392.98872,GALEX,AIS,0
K2-404,,3748,160.3249517,12.1911149,2,GALEX,6.38189E+18,AIS_312_1_29,160.2068151,11.9473407,54177.40917,104.05,UV,FUV,,55392.98872,GALEX,AIS,0
Kepler-617,,3678,283.7407247,47.5161237,2,GALEX,6.45521E+18,KEPLER_10603_0009_css33473,283.8097989,47.29362981,55049.80558,753.4,UV,NUV,,56209.91985,GALEX,DIS,0
TOI-2445,,3333,43.3161555,0.0523366,2,GALEX,3.0729E+18,GI1_045012_Arp118,43.77585111,-0.179811382,53328.7626,4323.75,UV,NUV,,55310.07177,GALEX,GII,0
TOI-2445,,3333,43.3161555,0.0523366,2,GALEX,3.0729E+18,GI1_045012_Arp118,43.77585111,-0.179811382,53328.7626,4159.75,UV,FUV,,55310.07177,GALEX,GII,0
TOI-2445,,3333,43.3161555,0.0523366,2,GALEX,3.78035E+18,MISGCSS_18347_0409,43.18165753,0.465257997,54790.0419,3752.3,UV,NUV,,55275.17204,GALEX,MIS,0
TOI-2445,,3333,43.3161555,0.0523366,2,GALEX,3.78035E+18,MISGCSS_18347_0409,43.18165753,0.465257997,54790.0419,3752.3,UV,FUV,,55275.17204,GALEX,MIS,0
TOI-3714,,3538,69.5523415,39.4580035,2,GALEX,6.37306E+18,AIS_61_1_49,69.57136343,39.62758963,53731.81316,148,UV,NUV,,55357.70135,GALEX,AIS,0
TOI-3714,,3538,69.5523415,39.4580035,2,GALEX,6.37306E+18,AIS_61_1_49,69.57136343,39.62758963,53731.81316,144,UV,FUV,,55357.70135,GALEX,AIS,0
TOI-1411,,4184,232.946047,47.0555507,2,GALEX,6.37496E+18,AIS_115_1_26,233.6753538,46.90037334,54196.91506,172,UV,NUV,,55390.87647,GALEX,AIS,0
TOI-1411,,4184,232.946047,47.0555507,2,GALEX,6.37496E+18,AIS_115_1_26,233.6753538,46.90037334,54196.91506,172,UV,FUV,,55390.87647,GALEX,AIS,0
EPIC 211822797,,3811,130.4102091,17.6399744,2,GALEX,6.37781E+18,AIS_196_1_15,130.5404314,17.73379044,54138.1085,136,UV,NUV,,55421.07162,GALEX,AIS,0
EPIC 211822797,,3811,130.4102091,17.6399744,2,GALEX,6.37781E+18,AIS_196_1_15,130.5404314,17.73379044,54138.1085,136,UV,FUV,,55421.07162,GALEX,AIS,0
HD 4760,,4076,12.4161652,6.4071412,2,GALEX,6.38024E+18,AIS_265_1_19,12.94840258,6.247791346,54052.5074,184,UV,NUV,,55384.90414,GALEX,AIS,0
HD 4760,,4076,12.4161652,6.4071412,2,GALEX,6.38024E+18,AIS_265_1_19,12.94840258,6.247791346,54052.5074,184,UV,FUV,,55384.90414,GALEX,AIS,0
K2-117,M1.0 V,3676,133.8557342,10.4692176,2,GALEX,6.4088E+18,MISMWS_24009_0197,133.4493444,10.05493337,54834.46971,384,UV,NUV,,55797.36786,GALEX,MIS,0
Kepler-779,,3560,285.6285208,44.3107855,2,GALEX,6.37137E+18,AIS_13_1_12,285.338031,44.28206121,55721.85424,128,UV,NUV,,56189.15869,GALEX,AIS,0
TOI-2257,M3,3430,194.7396141,77.6617157,2,GALEX,6.37429E+18,AIS_96_1_21,194.9142326,77.16676933,54097.4189,181,UV,NUV,,55414.72727,GALEX,AIS,0
K2-251,,3717,190.6892403,-8.5359826,2,GALEX,6.38256E+18,AIS_331_1_59,190.3949865,-8.496723475,53849.46001,213,UV,NUV,,55395.26797,GALEX,AIS,0
K2-284,,4140,79.1407971,20.2549034,2,GALEX,3.07814E+18,GI1_100040_TauAur_MOS40,78.63014391,20.4822832,53729.4737,1687.15,UV,NUV,,55310.06035,GALEX,GII,0
K2-284,,4140,79.1407971,20.2549034,2,GALEX,3.07814E+18,GI1_100040_TauAur_MOS40,78.63014391,20.4822832,53709.20282,2117.15,UV,FUV,,55310.06035,GALEX,GII,0
Kepler-1321,,3640,294.528597,46.6408737,2,GALEX,3.24815E+18,GI6_079002_Kepler_BR_Cyg,294.571018,46.90472438,55377.62512,12565.1,UV,NUV,,55986.35541,GALEX,GII,0
HD 81817,K3 III,4140,144.2715659,81.3263096,2,GALEX,3.36409E+18,WDST_AGK_+81d266,145.4773845,81.60334089,53072.73348,4729.3,UV,NUV,,55336.923,GALEX,CAI,0
HD 81817,K3 III,4140,144.2715659,81.3263096,2,GALEX,3.36409E+18,WDST_AGK_+81d266,145.4773845,81.60334089,53077.93998,1582.4,UV,FUV,,55336.923,GALEX,CAI,0
Kepler-1049,,4025,287.3469567,47.7729078,2,GALEX,6.37123E+18,AIS_9_1_82,288.0112637,48.17881528,53984.64748,130,UV,NUV,,55355.92084,GALEX,AIS,0
Kepler-1049,,4025,287.3469567,47.7729078,2,GALEX,6.37123E+18,AIS_9_1_82,288.0112637,48.17881528,53984.64748,130,UV,FUV,,55355.92084,GALEX,AIS,0
Kepler-1456,,4231,286.9453381,43.8228023,2,GALEX,6.37137E+18,AIS_13_1_11,286.6714556,43.99806462,55721.85278,93,UV,NUV,,56189.15837,GALEX,AIS,0
Kepler-1741,,3842.11,292.577073,39.120939,2,GALEX,6.37141E+18,AIS_14_1_39,292.7460168,39.13706318,55731.99688,221,UV,NUV,,56189.19152,GALEX,AIS,0
GJ 3998,M1,3722,259.0020507,11.0561751,2,GALEX,6.37553E+18,AIS_131_1_98,259.1282968,10.67863894,53184.59072,167,UV,NUV,,55392.24429,GALEX,AIS,0
GJ 3998,M1,3722,259.0020507,11.0561751,2,GALEX,6.37553E+18,AIS_131_1_98,259.1282968,10.67863894,53184.59072,167,UV,FUV,,55392.24429,GALEX,AIS,0
LHS 3844,M5,3036,340.4962038,-69.1721081,2,GALEX,6.38425E+18,AIS_379_1_20,340.1578624,-69.21363127,54278.3294,223,UV,NUV,,55368.62719,GALEX,AIS,0
LHS 3844,M5,3036,340.4962038,-69.1721081,2,GALEX,6.38425E+18,AIS_379_1_20,340.1578624,-69.21363127,54278.3294,223,UV,FUV,,55368.62719,GALEX,AIS,0
Kepler-236,,3750,283.8664285,39.8981928,2,GALEX,3.73078E+18,MISKEP_11008_0014,283.1518065,40.13558226,55764.63527,279.2,UV,NUV,,55992.23275,GALEX,MIS,0
Kepler-1628,,3877,281.6336936,43.4115547,2,GALEX,6.37137E+18,AIS_13_1_26,281.5882158,43.23780973,53985.1251,110,UV,NUV,,55350.3891,GALEX,AIS,0
Kepler-1628,,3877,281.6336936,43.4115547,2,GALEX,6.37137E+18,AIS_13_1_26,281.5882158,43.23780973,53985.1251,110,UV,FUV,,55350.3891,GALEX,AIS,0
Kepler-577,,3787,294.7119855,39.0737317,2,GALEX,6.37141E+18,AIS_14_1_37,295.1274817,39.56879546,55732.00193,298,UV,NUV,,56189.18851,GALEX,AIS,0
GJ 96,M2,3785,35.5624031,47.8802075,2,GALEX,6.37282E+18,AIS_54_1_43,35.30803393,48.27984566,55881.49943,92,UV,NUV,,56188.94139,GALEX,AIS,0
TOI-2257,M3,3430,194.7396141,77.6617157,2,GALEX,6.37429E+18,AIS_96_1_15,193.4908471,78.08233706,54097.41708,232,UV,NUV,,55414.72595,GALEX,AIS,0
TOI-2257,M3,3430,194.7396141,77.6617157,2,GALEX,6.37429E+18,AIS_96_1_15,193.4908471,78.08233706,54097.41708,232,UV,FUV,,55414.72595,GALEX,AIS,0
K2-325,,3287,353.9169507,-7.6867213,2,GALEX,6.37665E+18,AIS_163_1_5,353.9136243,-7.264169598,54345.44591,199.05,UV,NUV,,55426.99463,GALEX,AIS,0
K2-325,,3287,353.9169507,-7.6867213,2,GALEX,6.37665E+18,AIS_163_1_5,353.9136243,-7.264169598,54345.44591,199.05,UV,FUV,,55426.99463,GALEX,AIS,0
K2-72,,3563,334.6227504,-9.6120084,2,GALEX,6.38003E+18,AIS_259_1_71,334.5387058,-10.05531009,53225.075,302.15,UV,NUV,,55477.95934,GALEX,AIS,0
K2-324,,3752,157.6222171,6.8636732,2,GALEX,6.38193E+18,AIS_313_1_89,157.5908456,7.08912784,53822.42103,80,UV,NUV,,55351.05429,GALEX,AIS,0
K2-264,,3660,131.3583524,19.698401,2,GALEX,3.06829E+18,GI1_092011_NGC2632_MOS11,130.9785861,19.66880279,53418.69087,1680,UV,FUV,,55310.03699,GALEX,GII,0
Kepler-303,,3944,283.1354742,43.6567036,2,GALEX,2.56628E+18,KEPLER_10798_0014,282.7648899,43.89382958,55733.6287,1567,UV,NUV,,55957.03679,GALEX,DIS,0
TOI-3757,,3902,91.0036423,55.0199793,2,GALEX,6.37331E+18,AIS_68_1_36,90.31016043,54.9785474,55933.66326,96.05,UV,NUV,,56188.94385,GALEX,AIS,0
K2-117,M1.0 V,3676,133.8557342,10.4692176,2,GALEX,3.71786E+18,MISGCSAN_24009_1760,133.4449709,10.05955836,54527.16601,1684.2,UV,NUV,,55275.36771,GALEX,MIS,0
K2-117,M1.0 V,3676,133.8557342,10.4692176,2,GALEX,3.71786E+18,MISGCSAN_24009_1760,133.4449709,10.05955836,54527.16601,1684.2,UV,FUV,,55275.36771,GALEX,MIS,0
K2-28,M4,3290,335.6233145,-7.9563525,2,GALEX,6.37644E+18,AIS_157_1_73,336.0006907,-7.770014891,54003.47712,219,UV,NUV,,55417.8084,GALEX,AIS,0
K2-28,M4,3290,335.6233145,-7.9563525,2,GALEX,6.37644E+18,AIS_157_1_73,336.0006907,-7.770014891,54003.47712,219,UV,FUV,,55417.8084,GALEX,AIS,0
TOI-2445,,3333,43.3161555,0.0523366,2,GALEX,6.37725E+18,AIS_180_1_84,43.73658766,-0.371474169,54391.53194,111,UV,NUV,,55427.80847,GALEX,AIS,0
TOI-2445,,3333,43.3161555,0.0523366,2,GALEX,6.37725E+18,AIS_180_1_84,43.73658766,-0.371474169,54391.53194,111,UV,FUV,,55427.80847,GALEX,AIS,0
HD 4760,,4076,12.4161652,6.4071412,2,GALEX,6.38024E+18,AIS_265_1_16,12.47549378,7.004268154,54052.50568,186.05,UV,NUV,,55384.90442,GALEX,AIS,0
HD 4760,,4076,12.4161652,6.4071412,2,GALEX,6.38024E+18,AIS_265_1_16,12.47549378,7.004268154,54052.50568,186.05,UV,FUV,,55384.90442,GALEX,AIS,0
Ross 508,M4.5 V,3071,230.9613022,17.4605347,2,GALEX,6.38348E+18,AIS_357_1_82,230.9980605,17.13874218,54219.44582,109,UV,NUV,,55377.69782,GALEX,AIS,0
Kepler-732,,3619,283.7317274,45.9585288,2,GALEX,3.73018E+18,MISKEP_10650_0009,283.8598374,46.41667216,55772.23713,693.5,UV,NUV,,55992.22565,GALEX,MIS,0
Kepler-1319,,3527,290.9564463,49.3667933,2,GALEX,6.37123E+18,AIS_9_1_26,290.9794064,48.82805367,53984.63919,206,UV,NUV,,55355.92138,GALEX,AIS,0
