target,st_spectype,st_teff,ra,dec,calib_level,obs_collection,obs_id,target_name,s_ra,s_dec,t_min,t_exptime,wavelength_region,filters,target_classification,t_obs_release,instrument_name,project,distance
Kepler-283,,4141,293.6137413,47.838938,2,GALEX,6.37123E+18,AIS_9_1_40,293.701181,47.58868468,55814.27988,120,UV,NUV,,56189.00692,GALEX,AIS,0
HD 238090,M0.0 V,3933,183.0886375,54.486153,2,GALEX,6.3744E+18,AIS_99_1_79,183.5525914,54.27488564,54513.76112,246.05,UV,NUV,,55376.92799,GALEX,AIS,0
HD 238090,M0.0 V,3933,183.0886375,54.486153,2,GALEX,6.3744E+18,AIS_99_1_79,183.5525914,54.27488564,54513.76112,246.05,UV,FUV,,55376.92799,GALEX,AIS,0
HAT-P-54,,4133.4,99.8979924,25.4824005,2,GALEX,6.40546E+18,MISMWS_14663_0088,99.24596887,25.67281227,54819.4035,583,UV,NUV,,55797.28214,GALEX,MIS,0
HAT-P-54,,4133.4,99.8979924,25.4824005,2,GALEX,6.40546E+18,MISMWS_14663_0088,99.24596887,25.67281227,54819.4035,583,UV,FUV,,55797.28214,GALEX,MIS,0
2MASS J01225093-2439505,M3.5 V,3530,20.7128012,-24.6646128,2,GALEX,6.38063E+18,AIS_276_1_73,20.25400236,-24.52844807,54024.63184,190,UV,NUV,,55478.01726,GALEX,AIS,0
2MASS J01225093-2439505,M3.5 V,3530,20.7128012,-24.6646128,2,GALEX,6.38063E+18,AIS_276_1_73,20.25400236,-24.52844807,54024.63184,190,UV,FUV,,55478.01726,GALEX,AIS,0
EPIC 201170410,,3648,170.1408561,-4.8070039,2,GALEX,6.38207E+18,AIS_317_1_31,170.4672875,-4.507116234,54183.48948,185,UV,NUV,,55420.95883,GALEX,AIS,0
EPIC 201170410,,3648,170.1408561,-4.8070039,2,GALEX,6.38207E+18,AIS_317_1_31,170.4672875,-4.507116234,54183.48949,184,UV,FUV,,55420.95883,GALEX,AIS,0
K2-89,,3677,57.0671234,20.4594885,2,GALEX,6.39205E+18,GI1_100101_TauAur_CH01_1,57.22060568,20.58712613,53728.3098,309.1,UV,FUV,,55797.06473,GALEX,GII,0
GJ 393,M2.0 V,3579,157.2288672,0.8378485,2,GALEX,2.41238E+18,MISDR1_24299_0272,157.0227635,0.667046986,53091.50109,1690.1,UV,NUV,,55275.04625,GALEX,MIS,0
Kepler-658,,3733,282.983621,47.5783897,2,GALEX,3.15442E+18,GI4_056020_KEPLER_03,282.4995005,47.47013705,54604.26728,6434,UV,NUV,,55309.90537,GALEX,GII,0
Kepler-705,,3631,289.5085612,41.8120234,2,GALEX,3.72881E+18,MISKEP_08517_0014,289.2616901,42.17144825,55739.44578,1957.05,UV,NUV,,55992.21,GALEX,MIS,0
LkCa 15,,4194,69.8241791,22.3508662,2,GALEX,3.95539E+18,MISGCSS1_26194_0169,69.47978344,21.82681061,55562.407,1660.2,UV,NUV,,55993.10586,GALEX,MIS,0
42 Dra,K1.5 III,4200,276.4975053,65.5633652,2,GALEX,6.37099E+18,AIS_2_1_57,276.0407674,66.09601665,53990.5228,181.05,UV,NUV,,55355.77225,GALEX,AIS,0
42 Dra,K1.5 III,4200,276.4975053,65.5633652,2,GALEX,6.37099E+18,AIS_2_1_57,276.0407674,66.09601665,53990.5228,181.05,UV,FUV,,55355.77225,GALEX,AIS,0
Kepler-658,,3733,282.983621,47.5783897,2,GALEX,6.3712E+18,AIS_8_1_55,283.7257422,47.32363668,53982.31618,172,UV,NUV,,55355.91678,GALEX,AIS,0
Kepler-658,,3733,282.983621,47.5783897,2,GALEX,6.3712E+18,AIS_8_1_56,282.3347259,47.58592557,53982.30772,160,UV,NUV,,55355.915,GALEX,AIS,0
Kepler-658,,3733,282.983621,47.5783897,2,GALEX,6.3712E+18,AIS_8_1_56,282.3347259,47.58592557,53982.30772,160,UV,FUV,,55355.915,GALEX,AIS,0
Kepler-560,,3395,300.2066441,45.0182402,2,GALEX,6.37158E+18,AIS_19_1_40,299.8681946,45.10175053,55809.61453,112,UV,NUV,,56189.29131,GALEX,AIS,0
Kepler-1855,,3716,283.4018628,41.5161554,2,GALEX,3.15389E+18,GI4_056005_KEPLER_13,284.0477089,41.90195273,54608.71911,5552.05,UV,NUV,,56237.86279,GALEX,GII,0
Kepler-1855,,3716,283.4018628,41.5161554,2,GALEX,3.15389E+18,GI4_056005_KEPLER_13,284.0477089,41.90195273,54608.71911,5552.05,UV,FUV,,56237.86279,GALEX,GII,0
K2-124,,3570,133.6410515,23.1329509,2,GALEX,3.71952E+18,MISGCSAN_16116_2085,133.1118824,22.89146701,54859.59448,1656.1,UV,NUV,,55275.17088,GALEX,MIS,0
K2-124,,3570,133.6410515,23.1329509,2,GALEX,3.71952E+18,MISGCSAN_16116_2085,133.1118824,22.89146701,54859.59448,1656.1,UV,FUV,,55275.17088,GALEX,MIS,0
K2-344,,3807,136.3614923,21.6685886,2,GALEX,3.72135E+18,MISGCSAN_16302_2284,135.9403993,22.12576722,54840.63162,3203.05,UV,NUV,,55275.2964,GALEX,MIS,0
Kepler-1735,,3939,281.0503476,47.1882005,2,GALEX,6.3712E+18,AIS_8_1_67,281.0310613,46.95347472,53982.30603,350.95,UV,NUV,,56188.97867,GALEX,AIS,0
Kepler-1735,,3939,281.0503476,47.1882005,2,GALEX,6.3712E+18,AIS_8_1_67,281.0310613,46.95347472,53982.30603,158.95,UV,FUV,,56188.97867,GALEX,AIS,0
Qatar-9,K5 V,4309,160.748095,60.9641194,2,GALEX,6.3751E+18,AIS_119_1_68,159.7323995,60.72279961,54103.99291,108,UV,NUV,,55462.948,GALEX,AIS,0
Qatar-9,K5 V,4309,160.748095,60.9641194,2,GALEX,6.3751E+18,AIS_119_1_68,159.7323995,60.72279961,54103.99291,108,UV,FUV,,55462.948,GALEX,AIS,0
GJ 273,M3.5,3382,111.852091,5.225807,2,GALEX,6.37809E+18,AIS_204_1_10,112.0633009,5.605817426,53737.4256,282,UV,NUV,,55468.96944,GALEX,AIS,0
GJ 273,M3.5,3382,111.852091,5.225807,2,GALEX,6.37809E+18,AIS_204_1_10,112.0633009,5.605817426,53737.4256,282,UV,FUV,,55468.96944,GALEX,AIS,0
TOI-1266,M3,3600,197.9965833,65.8336973,2,GALEX,2.43117E+18,MISDR1_00413_0602,197.6809485,65.2708593,53034.44192,1696,UV,NUV,,55274.91315,GALEX,MIS,0
HD 13189,,4175,32.4173964,32.3164548,2,GALEX,4.5435E+18,MISGCSS1_07008_0064,31.81502478,32.61738897,55894.70249,1216.2,UV,NUV,,55993.01659,GALEX,MIS,0
GJ 649,,3807.22,254.5363221,25.7419719,2,GALEX,6.37148E+18,AIS_16_1_77,254.5818543,25.90099116,53932.1822,192,UV,NUV,,55356.82045,GALEX,AIS,0
GJ 649,,3807.22,254.5363221,25.7419719,2,GALEX,6.37148E+18,AIS_16_1_77,254.5818543,25.90099116,53932.1822,192,UV,FUV,,55356.82045,GALEX,AIS,0
K2-17,,4102,178.3296746,6.4123178,2,GALEX,6.46488E+18,MISGCSN3_12962_0234_css37199,178.3279545,6.564516376,55304.9174,1024.25,UV,NUV,,56222.84494,GALEX,MIS,0
Kepler-353,,3903,296.8565596,41.7580749,2,GALEX,3.72905E+18,MISKEP_08618_0015,296.5806019,41.78701061,55743.14198,116.2,UV,NUV,,55992.21126,GALEX,MIS,0
Gl 49,M1.5 V,3805,15.6687321,62.3454386,2,GALEX,6.37341E+18,AIS_71_1_48,14.45420997,62.21135089,55868.3492,110,UV,NUV,,56189.03877,GALEX,AIS,0
K2-153,M3.0 V,3720,183.8088709,2.0208765,2,GALEX,6.37894E+18,AIS_228_1_31,184.0767451,2.198388464,54187.20453,128,UV,NUV,,55420.97968,GALEX,AIS,0
K2-153,M3.0 V,3720,183.8088709,2.0208765,2,GALEX,6.37894E+18,AIS_228_1_31,184.0767451,2.198388464,54187.20453,128,UV,FUV,,55420.97968,GALEX,AIS,0
TOI-1201,,3948,42.2476999,-14.5372835,2,GALEX,6.38087E+18,AIS_283_1_67,42.34789571,-14.73094168,53680.1733,112,UV,NUV,,55412.75507,GALEX,AIS,0
TOI-1201,,3948,42.2476999,-14.5372835,2,GALEX,6.38087E+18,AIS_283_1_67,42.34789571,-14.73094168,53680.1733,112,UV,FUV,,55412.75507,GALEX,AIS,0
GJ 27.1,M0.5 V,3542,9.9980016,-44.2541679,2,GALEX,2.53282E+18,ELAISS1_00,9.642441067,-43.98794368,52896.34206,42207.7,UV,NUV,,55342.09089,GALEX,DIS,0
GJ 27.1,M0.5 V,3542,9.9980016,-44.2541679,2,GALEX,2.53282E+18,ELAISS1_00,9.642441067,-43.98794368,52896.34206,30456.4,UV,FUV,,55342.09089,GALEX,DIS,0
K2-137,,3697,186.870426,-6.1952168,2,GALEX,6.3826E+18,AIS_332_1_96,186.3620079,-6.087924929,53103.56858,181.1,UV,NUV,,55480.77406,GALEX,AIS,0
K2-137,,3697,186.870426,-6.1952168,2,GALEX,6.3826E+18,AIS_332_1_96,186.3620079,-6.087924929,53103.56858,181.1,UV,FUV,,55480.77406,GALEX,AIS,0
TOI-2427,,4072,52.2917315,-31.3628665,2,GALEX,6.38812E+18,AIS_489_1_88,52.03654085,-31.10881384,53677.50627,207.05,UV,NUV,,55435.71888,GALEX,AIS,0
TOI-2427,,4072,52.2917315,-31.3628665,2,GALEX,6.38812E+18,AIS_489_1_88,52.03654085,-31.10881384,53677.50627,207.05,UV,FUV,,55435.71888,GALEX,AIS,0
HD 174205,K2,4308,280.7932014,70.7928237,2,GALEX,6.37092E+18,AIS_0_1_62,282.1149756,71.2252254,54343.31535,176,UV,FUV,,55354.79532,GALEX,AIS,0
TOI-1728,M0,3980,120.6116787,64.7971531,2,GALEX,6.37348E+18,AIS_73_1_56,121.5668982,64.78711481,54095.16722,103,UV,NUV,,55364.96852,GALEX,AIS,0
LP 714-47,M0.0 V,3950,64.1902212,-12.0848643,2,GALEX,6.3775E+18,AIS_187_1_63,63.81967339,-12.36481005,54103.92447,108,UV,FUV,,55393.03097,GALEX,AIS,0
K2-257,,3725,188.278284,-1.9532879,2,GALEX,6.37897E+18,AIS_229_1_3,187.7883866,-2.026528568,54188.28863,105,UV,NUV,,55369.99635,GALEX,AIS,0
BD+03 2562,,4095,177.5647268,2.7601075,2,GALEX,6.37911E+18,AIS_233_1_48,177.4605015,3.060312122,53066.57025,120,UV,NUV,,55418.79167,GALEX,AIS,0
2MASS J02192210-3925225,M6,3064,34.8427046,-39.4230767,2,GALEX,6.38446E+18,AIS_385_1_86,34.79555849,-39.43630264,53694.83595,112,UV,NUV,,55420.71296,GALEX,AIS,0
TOI-700,M2 V,3480,97.0957165,-65.5786149,2,GALEX,6.38559E+18,AIS_417_1_50,96.50585515,-65.20788925,54162.54951,372.05,UV,NUV,,55370.35037,GALEX,AIS,0
TOI-700,M2 V,3480,97.0957165,-65.5786149,2,GALEX,6.38559E+18,AIS_417_1_50,96.50585515,-65.20788925,54162.54951,372.05,UV,FUV,,55370.35037,GALEX,AIS,0
Kepler-779,,3560,285.6285208,44.3107855,2,GALEX,3.73043E+18,MISKEP_10746_0014,285.3228595,44.2822753,55772.71663,688.5,UV,NUV,,55992.22903,GALEX,MIS,0
Kepler-1367,,4106,288.4166786,47.8787308,2,GALEX,6.37123E+18,AIS_9_1_82,288.0112637,48.17881528,53984.64748,130,UV,NUV,,55355.92084,GALEX,AIS,0
Kepler-1367,,4106,288.4166786,47.8787308,2,GALEX,6.37123E+18,AIS_9_1_82,288.0112637,48.17881528,53984.64748,130,UV,FUV,,55355.92084,GALEX,AIS,0
TOI-2257,M3,3430,194.7396141,77.6617157,2,GALEX,6.37429E+18,AIS_96_1_21,194.9142326,77.16676933,54097.4189,181,UV,FUV,,55414.72727,GALEX,AIS,0
K2-251,,3717,190.6892403,-8.5359826,2,GALEX,6.38256E+18,AIS_331_1_59,190.3949865,-8.496723475,54188.49404,105,UV,FUV,,55395.26797,GALEX,AIS,0
K2-72,,3563,334.6227504,-9.6120084,2,GALEX,2.47199E+18,MISDR2_21297_0719,335.0414738,-9.287882607,53234.65807,2662.9,UV,NUV,,55275.32529,GALEX,MIS,0
K2-72,,3563,334.6227504,-9.6120084,2,GALEX,2.47199E+18,MISDR2_21297_0719,335.0414738,-9.287882607,53234.65807,2662.9,UV,FUV,,55275.32529,GALEX,MIS,0
K2-325,,3287,353.9169507,-7.6867213,2,GALEX,2.91249E+18,MISWZS00_29406_0164o,353.9163684,-7.366278142,54704.98822,2031.1,UV,NUV,,55275.31513,GALEX,MIS,0
K2-325,,3287,353.9169507,-7.6867213,2,GALEX,2.91249E+18,MISWZS00_29406_0164o,353.9163684,-7.366278142,54704.98822,2031.1,UV,FUV,,55275.31513,GALEX,MIS,0
GJ 514,M0.5-1.0 V,3728,202.5040424,10.3725387,2,GALEX,3.86793E+18,MISGCSN3_14065_0221,202.2993015,10.55409595,55684.95271,1653.15,UV,NUV,,55992.91301,GALEX,MIS,0
Kepler-834,,3750,287.0544674,45.1803351,2,GALEX,6.37123E+18,AIS_9_1_98,286.6454993,44.92107587,53933.41258,143,UV,NUV,,55355.91316,GALEX,AIS,0
Kepler-834,,3750,287.0544674,45.1803351,2,GALEX,6.37123E+18,AIS_9_1_98,286.6454993,44.92107587,53933.41258,143,UV,FUV,,55355.91316,GALEX,AIS,0
HD 66141,K2 III,4323,120.5662825,2.3350265,2,GALEX,6.37809E+18,AIS_204_1_98,120.821316,2.65328202,53768.37556,187,UV,NUV,,55468.97446,GALEX,AIS,0
HD 66141,K2 III,4323,120.5662825,2.3350265,2,GALEX,6.37809E+18,AIS_204_1_98,120.821316,2.65328202,53768.37556,187,UV,FUV,,55468.97446,GALEX,AIS,0
COCONUTS-2 A,M3 V,3406,117.300914,-76.702696,2,GALEX,6.3859E+18,AIS_426_1_5,115.7606438,-76.77150981,54166.65507,280.1,UV,NUV,,55368.75322,GALEX,AIS,0
COCONUTS-2 A,M3 V,3406,117.300914,-76.702696,2,GALEX,6.3859E+18,AIS_426_1_5,115.7606438,-76.77150981,54166.65507,280.1,UV,FUV,,55368.75322,GALEX,AIS,0
K2-321,,3855,156.4054989,2.5138829,2,GALEX,2.42656E+18,MISDR1_24238_0503,156.0674994,2.227756223,53091.43259,1693.05,UV,NUV,,55275.26367,GALEX,MIS,0
42 Dra,K1.5 III,4200,276.4975053,65.5633652,2,GALEX,6.37099E+18,AIS_2_1_64,276.4971762,65.2277416,53989.56532,153.05,UV,NUV,,55355.75113,GALEX,AIS,0
Kepler-705,,3631,289.5085612,41.8120234,2,GALEX,6.37141E+18,AIS_14_1_12,289.2468784,41.25625842,55731.98969,237.05,UV,NUV,,56189.17684,GALEX,AIS,0
GJ 96,M2,3785,35.5624031,47.8802075,2,GALEX,6.37282E+18,AIS_54_1_53,35.94340939,47.39100442,55881.49804,80,UV,NUV,,56188.94498,GALEX,AIS,0
K2-257,,3725,188.278284,-1.9532879,2,GALEX,6.37897E+18,AIS_229_1_7,188.8551595,-2.055478143,54188.28704,100.05,UV,NUV,,55369.99317,GALEX,AIS,0
K2-72,,3563,334.6227504,-9.6120084,2,GALEX,6.38003E+18,AIS_259_1_70,335.0624263,-9.281917043,53225.07081,296,UV,NUV,,55477.95684,GALEX,AIS,0
LTT 1445 A,,3337,45.4624781,-16.5944956,2,GALEX,6.38084E+18,AIS_282_1_35,45.60544964,-16.77391765,53682.23271,112,UV,FUV,,55414.13916,GALEX,AIS,0
GJ 9827,,4255,351.7717763,-1.2853435,2,GALEX,2.41713E+18,MISDR1_29146_0383,351.2676943,-1.247516944,52875.72392,3108.35,UV,FUV,,55275.36926,GALEX,MIS,0
Kepler-1735,,3939,281.0503476,47.1882005,2,GALEX,2.56677E+18,KEPLER_10652_0009,280.9088794,46.91956591,55733.14966,115.1,UV,NUV,,55957.03627,GALEX,DIS,0
K2-323,,3710,159.4209874,6.2858689,2,GALEX,2.92861E+18,MISWZN11_12277_0314,159.5715834,5.782091678,54552.08936,1527.15,UV,NUV,,55275.29959,GALEX,MIS,0
K2-323,,3710,159.4209874,6.2858689,2,GALEX,2.92861E+18,MISWZN11_12277_0314,159.5715834,5.782091678,54552.08936,1527.15,UV,FUV,,55275.29959,GALEX,MIS,0
NGC 2682 Sand 364,K3 III,4284,132.4866957,11.6924845,2,GALEX,3.05837E+18,GI1_055004_M67,133.0533614,11.83394819,53756.04258,5555.2,UV,NUV,,55309.91988,GALEX,GII,0
Kepler-1649,,2703,292.5029676,41.8299933,2,GALEX,3.154E+18,GI4_056008_KEPLER_16,292.3874748,42.37631601,54606.18534,6904.55,UV,FUV,,55310.17919,GALEX,GII,0
Kepler-49,,4011,292.2945208,40.5918123,2,GALEX,3.1902E+18,GI5_055006_KEPLER_16B,292.5869358,41.09087597,54966.95753,8946.55,UV,NUV,,55986.22966,GALEX,GII,0
Kepler-45,,3792,292.8729292,41.0641727,2,GALEX,3.1902E+18,GI5_055006_KEPLER_16B,292.5869358,41.09087597,54966.95753,8946.55,UV,NUV,,55986.22966,GALEX,GII,0
Kepler-49,,4011,292.2945208,40.5918123,2,GALEX,3.1902E+18,GI5_055006_KEPLER_16B,292.5869358,41.09087597,54966.95753,1464.1,UV,FUV,,55986.22966,GALEX,GII,0
Kepler-580,,4003,283.4997537,40.5528053,2,GALEX,3.73078E+18,MISKEP_11008_0014,283.1518065,40.13558226,55764.63527,279.2,UV,NUV,,55992.23275,GALEX,MIS,0
GJ 273,M3.5,3382,111.852091,5.225807,2,GALEX,3.7927E+18,MISGCSN1_15635_0205,111.5470299,4.756095761,55202.83183,2873,UV,NUV,,55275.0869,GALEX,MIS,0
Qatar-9,K5 V,4309,160.748095,60.9641194,2,GALEX,3.80839E+18,MISGCSN1_00586_0120,161.8023449,60.94062036,55216.86347,1690.1,UV,NUV,,55275.01078,GALEX,MIS,0
GJ 328,M1,3900,133.7819507,1.5420011,2,GALEX,6.37785E+18,AIS_197_1_92,133.5788816,1.306833455,55962.27997,125,UV,NUV,,56188.87853,GALEX,AIS,0
TOI-237,,3139,353.2435381,-29.416487,2,GALEX,6.38073E+18,AIS_279_1_52,353.3360748,-29.61189847,52927.85594,316.1,UV,NUV,,55421.91117,GALEX,AIS,0
TOI-237,,3139,353.2435381,-29.416487,2,GALEX,6.38073E+18,AIS_279_1_52,353.3360748,-29.61189847,52927.85594,316.1,UV,FUV,,55421.91117,GALEX,AIS,0
GJ 179,,3411.78,73.0245495,6.4752347,2,GALEX,6.38186E+18,AIS_311_1_20,73.04072703,6.213346706,55934.54304,93.05,UV,NUV,,56188.83222,GALEX,AIS,0
K2-45,,4103,169.6327547,-1.7740582,2,GALEX,6.38207E+18,AIS_317_1_11,170.0854568,-2.095132095,53825.49878,216,UV,NUV,,55420.93093,GALEX,AIS,0
GJ 9827,,4255,351.7717763,-1.2853435,2,GALEX,2.59935E+18,PS_DEEP2_MOS06,351.4754941,-1.434032956,54703.207,2590.1,UV,FUV,,55342.11815,GALEX,DIS,0
Kepler-1089,,3688,291.0926509,49.1901729,2,GALEX,3.72782E+18,MISKEP_08173_0010,290.9371486,48.83334884,55728.83791,2150.45,UV,NUV,,55992.20325,GALEX,MIS,0
Kepler-505,,3861,287.857953,42.5426758,2,GALEX,3.72955E+18,MISKEP_09468_0014,287.9826671,42.82715153,55738.21418,1337.95,UV,NUV,,55992.216,GALEX,MIS,0
GJ 273,M3.5,3382,111.852091,5.225807,2,GALEX,6.37809E+18,AIS_204_1_11,111.553475,4.755618073,54469.86008,124,UV,NUV,,55468.96939,GALEX,AIS,0
TOI-178,K,4316,7.3020115,-30.4541159,2,GALEX,6.38077E+18,AIS_280_1_42,7.184581261,-30.51583836,52923.33461,433.05,UV,NUV,,55426.99899,GALEX,AIS,0
TOI-178,K,4316,7.3020115,-30.4541159,2,GALEX,6.38077E+18,AIS_280_1_42,7.184581261,-30.51583836,52923.33461,328,UV,FUV,,55426.99899,GALEX,AIS,0
K2-45,,4103,169.6327547,-1.7740582,2,GALEX,6.38207E+18,AIS_317_1_3,169.5990926,-1.299008401,53825.49706,205.05,UV,NUV,,55420.9316,GALEX,AIS,0
K2-45,,4103,169.6327547,-1.7740582,2,GALEX,6.38207E+18,AIS_317_1_3,169.5990926,-1.299008401,54178.29936,93.05,UV,FUV,,55420.9316,GALEX,AIS,0
Kepler-1089,,3688,291.0926509,49.1901729,2,GALEX,6.455E+18,KEPLER_08173_0010_css33043,290.9672433,48.87069754,55020.36362,830.4,UV,NUV,,56209.91723,GALEX,DIS,0
NGC 2682 Sand 978,K4 III,4200,132.8228085,11.7562959,2,GALEX,3.06868E+18,GI1_094001_NGC2682,132.8213894,11.84262019,53419.58097,1691.05,UV,NUV,,55310.04454,GALEX,GII,0
NGC 2682 Sand 978,K4 III,4200,132.8228085,11.7562959,2,GALEX,3.06868E+18,GI1_094001_NGC2682,132.8213894,11.84262019,53419.58097,1691.05,UV,FUV,,55310.04454,GALEX,GII,0
Kepler-993,,3736,292.6141076,44.3946644,2,GALEX,3.19006E+18,GI5_055002_KEPLER_11B,292.1700984,44.1966375,54965.10931,985.6,UV,FUV,,55986.22806,GALEX,GII,0
K2-9,,4052,176.263724,0.0054085,2,GALEX,3.19626E+18,GI5_048007_GAMA12_13015,175.9065417,0.496508726,54952.03593,1613.95,UV,NUV,,55290.78646,GALEX,GII,0
K2-9,,4052,176.263724,0.0054085,2,GALEX,3.19626E+18,GI5_048007_GAMA12_13015,175.9065417,0.496508726,54952.03593,1613.95,UV,FUV,,55290.78646,GALEX,GII,0
Kepler-1074,,3917,284.4766869,46.2526781,2,GALEX,6.3712E+18,AIS_8_1_65,283.8129237,46.39508053,53933.42277,264.05,UV,NUV,,55355.89332,GALEX,AIS,0
Kepler-1074,,3917,284.4766869,46.2526781,2,GALEX,6.3712E+18,AIS_8_1_65,283.8129237,46.39508053,53933.42277,264.05,UV,FUV,,55355.89332,GALEX,AIS,0
K2-9,,4052,176.263724,0.0054085,2,GALEX,6.37911E+18,AIS_233_1_51,175.898409,0.508420373,54181.6509,109,UV,NUV,,55418.83524,GALEX,AIS,0
GJ 1265,M4.5 V,3236,333.4324675,-17.6870623,2,GALEX,6.4443E+18,CFHTLSD4_css17863,333.4152734,-17.81167191,53980.93968,986.05,UV,NUV,,56209.80964,GALEX,DIS,0
GJ 1265,M4.5 V,3236,333.4324675,-17.6870623,2,GALEX,6.4443E+18,CFHTLSD4_css17863,333.4152734,-17.81167191,53980.93968,986.05,UV,FUV,,56209.80964,GALEX,DIS,0
NGC 2682 Sand 978,K4 III,4200,132.8228085,11.7562959,2,GALEX,3.06868E+18,GI1_094001_NGC2682_grism,132.8278047,11.8387191,53419.718,1646.599976,UV,NUV,,56086.13694,GALEX,GIS,0
NGC 2682 Sand 978,K4 III,4200,132.8228085,11.7562959,2,GALEX,3.06868E+18,GI1_094001_NGC2682_grism,132.8278047,11.8387191,53419.718,1646.599976,UV,FUV,,56086.16013,GALEX,GIS,0
K2-35,,4326,170.1031027,1.2858679,2,GALEX,2.41326E+18,MISDR1_12753_0280,170.2264332,1.182979861,53102.46109,2530.05,UV,NUV,,55275.26017,GALEX,MIS,0
K2-35,,4326,170.1031027,1.2858679,2,GALEX,2.41326E+18,MISDR1_12753_0280,170.2264332,1.182979861,53102.46109,2530.05,UV,FUV,,55275.26017,GALEX,MIS,0
K2-323,,3710,159.4209874,6.2858689,2,GALEX,2.54904E+18,QSOGRP_02,159.8637773,6.628634499,53770.29125,692.15,UV,NUV,,55342.15248,GALEX,DIS,0
K2-323,,3710,159.4209874,6.2858689,2,GALEX,2.54904E+18,QSOGRP_02,159.8637773,6.628634499,53770.29125,692.15,UV,FUV,,55342.15248,GALEX,DIS,0
Kepler-1089,,3688,291.0926509,49.1901729,2,GALEX,6.37123E+18,AIS_9_1_26,290.9794064,48.82805367,53984.63919,206,UV,NUV,,55355.92138,GALEX,AIS,0
Kepler-1089,,3688,291.0926509,49.1901729,2,GALEX,6.37123E+18,AIS_9_1_26,290.9794064,48.82805367,53984.63919,206,UV,FUV,,55355.92138,GALEX,AIS,0
Kepler-225,,3682,292.1939846,47.4570808,2,GALEX,6.37123E+18,AIS_9_1_41,292.2614531,47.30808863,55814.2781,121,UV,NUV,,56189.00727,GALEX,AIS,0
AU Mic,,3700,311.2911369,-31.34245,2,GALEX,6.38439E+18,AIS_383_1_58,311.1007344,-31.51761064,52879.85162,266.05,UV,NUV,,55426.89249,GALEX,AIS,0
AU Mic,,3700,311.2911369,-31.34245,2,GALEX,6.38439E+18,AIS_383_1_58,311.1007344,-31.51761064,52879.85162,202.05,UV,FUV,,55426.89249,GALEX,AIS,0
TOI-540,,3042,76.3096949,-47.9375391,2,GALEX,6.38552E+18,AIS_415_1_3,75.70039285,-48.19366173,53672.44587,432,UV,NUV,,55425.22432,GALEX,AIS,0
TOI-540,,3042,76.3096949,-47.9375391,2,GALEX,6.38552E+18,AIS_415_1_3,75.70039285,-48.19366173,53672.44587,211,UV,FUV,,55425.22432,GALEX,AIS,0
Kepler-1735,,3939,281.0503476,47.1882005,2,GALEX,6.47424E+18,MISKEP_10652_0009_css43919,281.191871,47.04633218,55764.98622,147.1,UV,NUV,,56222.92731,GALEX,MIS,0
GJ 3942,M0,3867,242.2645452,52.9441443,2,GALEX,2.53011E+18,ELAISN1_11,242.8228705,52.89651881,53493.20488,22593.1,UV,NUV,,55342.07653,GALEX,DIS,0
GJ 3942,M0,3867,242.2645452,52.9441443,2,GALEX,2.53011E+18,ELAISN1_11,242.8228705,52.89651881,53581.55044,6420.5,UV,FUV,,55342.07653,GALEX,DIS,0
Kepler-1948,,3842,287.3640804,47.7853043,2,GALEX,3.19024E+18,GI5_055007_KEPLER_06B,288.1746967,47.68601623,54963.19168,4991.6,UV,NUV,,55986.23002,GALEX,GII,0
Kepler-1948,,3842,287.3640804,47.7853043,2,GALEX,3.19024E+18,GI5_055007_KEPLER_06B,288.1746967,47.68601623,54963.19168,1309.05,UV,FUV,,55986.23002,GALEX,GII,0
Kepler-303,,3944,283.1354742,43.6567036,2,GALEX,6.37137E+18,AIS_13_1_19,282.7393817,43.84929396,53985.12183,107,UV,NUV,,55350.38543,GALEX,AIS,0
Kepler-303,,3944,283.1354742,43.6567036,2,GALEX,6.37137E+18,AIS_13_1_19,282.7393817,43.84929396,53985.12183,107,UV,FUV,,55350.38543,GALEX,AIS,0
TOI-969,,4249.1,115.1366858,2.0985879,2,GALEX,6.37809E+18,AIS_204_1_60,115.1492687,2.130370333,53736.45951,205,UV,NUV,,55468.95072,GALEX,AIS,0
TOI-969,,4249.1,115.1366858,2.0985879,2,GALEX,6.37809E+18,AIS_204_1_60,115.1492687,2.130370333,53736.45951,205,UV,FUV,,55468.95072,GALEX,AIS,0
K2-343,,3804,134.2021746,21.5026882,2,GALEX,6.37771E+18,AIS_193_1_37,134.4183702,21.55007062,53024.58426,112,UV,FUV,,55398.98275,GALEX,AIS,0
K2-123,,3856,134.4441404,21.4532748,2,GALEX,6.37771E+18,AIS_193_1_37,134.4183702,21.55007062,53024.58426,112,UV,FUV,,55398.98275,GALEX,AIS,0
K2-117,M1.0 V,3676,133.8557342,10.4692176,2,GALEX,6.37781E+18,AIS_196_1_93,133.9496749,10.80665184,53786.87248,218,UV,NUV,,55421.05267,GALEX,AIS,0
Kepler-777,,4031,282.7241098,44.3465098,2,GALEX,3.19017E+18,GI5_055005_KEPLER_08B,281.997565,44.4715048,54963.32878,4646.65,UV,NUV,,55986.22875,GALEX,GII,0
Kepler-777,,4031,282.7241098,44.3465098,2,GALEX,3.19017E+18,GI5_055005_KEPLER_08B,281.997565,44.4715048,54963.32878,899.55,UV,FUV,,55986.22875,GALEX,GII,0
