Filename,NUV,FUV,EUV
Teff=3210.logg=4.8.mass=0.262,543736578.3567590,140.63511238056600,6.94720247366955E-12
Teff=3210.logg=4.85.mass=0.262,475361675.4734470,103.44939412174300,2.85943416903666E-12
Teff=3210.logg=4.9.mass=0.262,468272687.764448,105.87175243419500,2.91005657099586E-12
Teff=3210.logg=4.95.mass=0.262,460913337.7249740,108.29253785065800,2.94951545343848E-12
Teff=3210.logg=5.05.mass=0.262,445402936.6003520,113.14064785210400,3.01084238157624E-12
Teff=3210.logg=5.1.mass=0.262,437283824.89931200,115.55431055195900,3.02943434306758E-12
Teff=3210.logg=5.15.mass=0.262,429021290.3466040,117.96772464751400,3.04110721383135E-12
Teff=3210.logg=5.2.mass=0.262,420561464.4965690,120.37969677072300,3.04525707291283E-12
Teff=3210.logg=5.mass=0.262,453292536.778401,110.71649171847200,2.98440725038997E-12
Teff=3220.logg=4.5.mass=0.262,607989153.1551250,147.86627322197500,9.611466457697E-12
Teff=3220.logg=4.55.mass=0.262,603745166.9444560,151.2862511958890,9.89878586284142E-12
Teff=3220.logg=4.6.mass=0.262,600018542.2555490,155.1373257444490,1.02148725977645E-11
Teff=3220.logg=4.65.mass=0.262,595593154.095968,158.9742261490690,1.05083247970393E-11
Teff=3220.logg=4.7.mass=0.262,596151159.7751700,167.83030814996200,1.16128999803417E-11
Teff=3220.logg=4.75.mass=0.262,589382761.7225510,170.7629973310230,1.17086512675943E-11
Teff=3220.logg=4.8.mass=0.262,515668649.6314090,124.0274587319110,4.7481046695961E-12
Teff=3220.logg=4.85.mass=0.262,508729971.5956080,126.81620071311100,4.82940945087998E-12
Teff=3220.logg=4.9.mass=0.262,501370374.2111560,129.6171630198520,4.90162285738177E-12
Teff=3220.logg=4.95.mass=0.262,493784857.0853290,132.4232256163960,4.96013905033654E-12
Teff=3220.logg=5.05.mass=0.262,477651413.19135600,138.0276367044240,5.03676760848072E-12
Teff=3220.logg=5.1.mass=0.262,469198034.5275840,140.81166883947600,5.0576647909878E-12
Teff=3220.logg=5.15.mass=0.262,460530098.58723400,143.5777920744370,5.06401921004949E-12
Teff=3220.logg=5.2.mass=0.262,451715431.7621170,146.34741110665400,5.05969765341738E-12
Teff=3220.logg=5.mass=0.262,485861134.2823190,135.22692635273000,5.00228668154694E-12
Teff=3230.logg=4.5.mass=0.262,648124456.9278970,182.46948338776900,1.57701314488297E-11
Teff=3230.logg=4.55.mass=0.262,645206044.07644,189.1159227401600,1.70164926583908E-11
Teff=3230.logg=4.6.mass=0.262,640375039.7771400,193.06383738583100,1.7419003261997E-11
Teff=3230.logg=4.65.mass=0.262,636125987.258542,197.52843269660000,1.78619668095431E-11
Teff=3230.logg=4.7.mass=0.262,637099978.772955,208.18349048309000,1.9644487344297E-11
Teff=3230.logg=4.75.mass=0.262,630295936.2258450,211.42410514076000,1.97369690309739E-11
Teff=3230.logg=4.8.mass=0.262,551220552.4418660,152.2221259631040,7.98025348297459E-12
Teff=3230.logg=4.85.mass=0.262,544083568.8714640,155.42146981204100,8.08604354040666E-12
Teff=3230.logg=4.9.mass=0.262,536552716.4634540,158.64475657668000,8.18443342446685E-12
Teff=3230.logg=4.95.mass=0.262,528643381.84434500,161.86513447163600,8.26269096354489E-12
Teff=3230.logg=5.05.mass=0.262,511942124.11612400,168.3023497511320,8.35096359513429E-12
Teff=3230.logg=5.1.mass=0.262,503109329.4189550,171.5014681526410,8.36731483163357E-12
Teff=3230.logg=5.15.mass=0.262,494101212.6598840,174.67334850537000,8.36367021063556E-12
Teff=3230.logg=5.2.mass=0.262,484841947.82028300,177.82120693956700,8.33821625346629E-12
Teff=3230.logg=5.mass=0.262,520471633.81393100,165.088555420709,8.32097348945089E-12
Teff=3240.logg=4.5.mass=0.262,683440197.3157720,222.12860243219200,2.52392991241692E-11
Teff=3240.logg=4.55.mass=0.262,680625946.2956380,229.4343442280990,2.69800936017314E-11
Teff=3240.logg=4.6.mass=0.262,684483939.3110160,241.02057322706300,2.95104210411409E-11
Teff=3240.logg=4.65.mass=0.262,678954098.2191170,245.41784917521900,3.00135923248635E-11
Teff=3240.logg=4.7.mass=0.262,680398814.6087190,258.31242722949600,3.28897663230248E-11
Teff=3240.logg=4.75.mass=0.262,595715604.155636,183.20453336829400,1.31211062158074E-11
Teff=3240.logg=4.8.mass=0.262,588886795.6383950,186.82586014227800,1.32936483582136E-11
Teff=3240.logg=4.85.mass=0.262,581545623.8838510,190.46557499586800,1.34303410740996E-11
Teff=3240.logg=4.9.mass=0.262,573813428.767006,194.1352557262870,1.35510092227812E-11
Teff=3240.logg=4.95.mass=0.262,565662049.8931410,197.80940362866000,1.36421921614937E-11
Teff=3240.logg=5.05.mass=0.262,548324466.1639860,205.1405166429670,1.37287471134027E-11
Teff=3240.logg=5.1.mass=0.262,539243187.3041770,208.78420533174600,1.3726204125027E-11
Teff=3240.logg=5.15.mass=0.262,529791627.553364,212.4011124916800,1.36908186966367E-11
Teff=3240.logg=5.2.mass=0.262,520081472.10964200,215.97252970337400,1.3622224692395E-11
Teff=3240.logg=5.mass=0.262,557163354.7481660,201.474201006369,1.37025013158246E-11
Teff=3250.logg=4.5.mass=0.262,731220042.0258380,278.2249879295170,4.20627653179965E-11
Teff=3250.logg=4.55.mass=0.262,729671516.350381,287.5965555523680,4.49570565307772E-11
Teff=3250.logg=4.6.mass=0.262,728547922.8740370,296.90136336580400,4.75788164664717E-11
Teff=3250.logg=4.65.mass=0.262,725125985.8177430,305.6212512558790,5.00315199502541E-11
Teff=3250.logg=4.7.mass=0.262,726230988.4372480,320.41345951071100,5.43630023837173E-11
Teff=3250.logg=4.75.mass=0.262,635650748.97409,225.20197160311500,2.17393112728204E-11
Teff=3250.logg=4.8.mass=0.262,628721743.4893230,229.27370175492900,2.19487492306541E-11
Teff=3250.logg=4.85.mass=0.262,621217680.7646880,233.38029946763500,2.21201873571656E-11
Teff=3250.logg=4.9.mass=0.262,613309237.8535830,237.52280657776600,2.22442424385473E-11
Teff=3250.logg=4.95.mass=0.262,604914254.189496,241.66540528441200,2.23357188938366E-11
Teff=3250.logg=5.05.mass=0.262,586998951.2576320,249.93803447844800,2.23782793392247E-11
Teff=3250.logg=5.1.mass=0.262,577493323.5201740,254.0551881369300,2.23087683815363E-11
Teff=3250.logg=5.15.mass=0.262,567723086.8547860,258.1335987195650,2.2213116827098E-11
Teff=3250.logg=5.2.mass=0.262,557676376.7078200,262.1791127305820,2.20659651537645E-11
Teff=3250.logg=5.mass=0.262,596133831.8584040,245.80312581509200,2.23798806726151E-11
Teff=3260.logg=4.5.mass=0.262,768483174.4915420,339.66939160847400,6.6985349044277E-11
Teff=3260.logg=4.55.mass=0.262,773808592.7550310,353.8012719591620,7.17441644198566E-11
Teff=3260.logg=4.6.mass=0.262,773889710.6212740,364.72509413657700,7.54035192724968E-11
Teff=3260.logg=4.65.mass=0.262,775483992.2477210,379.0980551840080,8.09259084704326E-11
Teff=3260.logg=4.7.mass=0.262,684459745.97395,272.447491011492,3.54307931240793E-11
Teff=3260.logg=4.75.mass=0.262,678012056.7714110,276.87351158364400,3.56974851484574E-11
Teff=3260.logg=4.8.mass=0.262,670898716.2498530,281.37443052290600,3.59202832568482E-11
Teff=3260.logg=4.85.mass=0.262,663300973.07986,285.9598320107910,3.61056418601805E-11
Teff=3260.logg=4.9.mass=0.262,655152539.2067790,290.56327480754300,3.62200300572604E-11
Teff=3260.logg=4.95.mass=0.262,646536237.6202050,295.1843174524260,3.6245407837723E-11
Teff=3260.logg=5.05.mass=0.262,628055186.9034900,304.42685916711600,3.61462197369294E-11
Teff=3260.logg=5.1.mass=0.262,618173608.1462690,309.0194620830750,3.59856082581549E-11
Teff=3260.logg=5.15.mass=0.262,608023460.506787,313.56570932466900,3.57238855217468E-11
Teff=3260.logg=5.2.mass=0.262,597542560.0824500,318.08556007352500,3.54144939819639E-11
Teff=3260.logg=5.mass=0.262,637461308.3171930,299.8063272549750,3.62256742880045E-11
Teff=3270.logg=4.5.mass=0.262,776264020.3790510,383.7697337146790,8.98685319666662E-11
Teff=3270.logg=4.55.mass=0.262,815128436.8475620,430.3091439008510,1.10776051334341E-10
Teff=3270.logg=4.6.mass=0.262,820891864.3886560,447.5275767503100,1.1824545976815E-10
Teff=3270.logg=4.65.mass=0.262,820579421.1496240,460.4932582245530,1.23815222114023E-10
Teff=3270.logg=4.7.mass=0.262,729217095.2281300,335.6145716212020,5.77476836147853E-11
Teff=3270.logg=4.75.mass=0.262,722633963.0447850,340.4149585438940,5.80272278781615E-11
Teff=3270.logg=4.8.mass=0.262,715481335.1823530,345.32254102782500,5.8228499544721E-11
Teff=3270.logg=4.85.mass=0.262,707736560.5402900,350.29849162918500,5.83344245093891E-11
Teff=3270.logg=4.9.mass=0.262,699439562.6189770,355.36082165097800,5.83733622146585E-11
Teff=3270.logg=4.95.mass=0.262,690640001.4708260,360.45529055588200,5.83214190542433E-11
Teff=3270.logg=5.05.mass=0.262,671554511.2695860,370.6214039096860,5.78518602507022E-11
Teff=3270.logg=5.1.mass=0.262,661344871.1450830,375.6860206793440,5.74685994934377E-11
Teff=3270.logg=5.15.mass=0.262,650795672.045028,380.7073070899910,5.69865499934283E-11
Teff=3270.logg=5.2.mass=0.262,639910441.5943130,385.66808546191200,5.6354943893498E-11
Teff=3270.logg=5.2.mass=0.262,636469607.9800410,586.1936651631380,1.50926303148569E-10
Teff=3270.logg=5.2.mass=0.262,650868063.8470550,230.58673369776700,2.10138163812636E-11
Teff=3270.logg=5.mass=0.262,681357697.3377620,365.53704214861200,5.81240939140795E-11
Teff=3280.logg=4.5.mass=0.262,860437813.043695,514.0451971168330,1.63504552768346E-10
Teff=3280.logg=4.55.mass=0.262,823083657.0517060,484.9184964202420,1.46198986706911E-10
Teff=3280.logg=4.6.mass=0.262,864569718.9613600,542.6982367785290,1.79373640411396E-10
Teff=3280.logg=4.65.mass=0.262,767945842.371234,386.8229558258270,8.22336713979725E-11
Teff=3280.logg=4.7.mass=0.262,776388530.2946370,413.46294531671300,9.30652112926737E-11
Teff=3280.logg=4.75.mass=0.262,769872387.1534360,418.51473234568600,9.32596367611598E-11
Teff=3280.logg=4.8.mass=0.262,762696288.1884040,423.7335402242500,9.33391958877374E-11
Teff=3280.logg=4.85.mass=0.262,754822379.2510030,429.04994447992100,9.33241195512113E-11
Teff=3280.logg=4.9.mass=0.262,746384971.0750180,434.51446346557300,9.31712648441555E-11
Teff=3280.logg=4.95.mass=0.262,737332539.0802200,439.9871785551620,9.28597872991923E-11
Teff=3280.logg=5.05.mass=0.262,717721964.1292630,450.9852187982280,9.17368230788131E-11
Teff=3280.logg=5.1.mass=0.262,707156161.4330110,456.50684740217600,9.09740683748411E-11
Teff=3280.logg=5.15.mass=0.262,696203080.8286970,461.96312458042300,9.00273909215819E-11
Teff=3280.logg=5.15.mass=0.262,701933608.4080070,715.1579500780580,2.3600475335947E-10
Teff=3280.logg=5.15.mass=0.262,700186855.2042190,273.5095524567170,3.30332307002115E-11
Teff=3280.logg=5.2.mass=0.262,685053869.3199930,467.4750636879570,8.89252773214559E-11
Teff=3280.logg=5.2.mass=0.262,686338722.5624830,715.2371290325620,2.30243802652409E-10
Teff=3280.logg=5.2.mass=0.262,697998280.3360980,285.95297966057800,3.5252770161174E-11
Teff=3280.logg=5.mass=0.262,727766435.8384060,445.49546360740100,9.23458333235337E-11
Teff=3290.logg=4.5.mass=0.262,938858109.8825690,660.8368830796890,2.68178095817467E-10
Teff=3290.logg=4.55.mass=0.262,912474902.3486690,646.5073361751920,2.60110384213666E-10
Teff=3290.logg=4.6.mass=0.262,872321752.9136540,609.2786787691710,2.325902441091E-10
Teff=3290.logg=4.65.mass=0.262,821764944.0140730,478.92447065585500,1.30921762093245E-10
Teff=3290.logg=4.7.mass=0.262,827969055.9340610,510.62320163543400,1.48662197528458E-10
Teff=3290.logg=4.75.mass=0.262,819627495.0579860,514.3927376468210,1.48003257650666E-10
Teff=3290.logg=4.8.mass=0.262,812485195.9386400,519.8018303429000,1.47909106412178E-10
Teff=3290.logg=4.85.mass=0.262,804579491.7834430,525.3357851397410,1.47566118197111E-10
Teff=3290.logg=4.9.mass=0.262,795902508.1391940,531.0434459350830,1.47021788775787E-10
Teff=3290.logg=4.95.mass=0.262,786701741.6532620,536.8154111458200,1.46274326775231E-10
Teff=3290.logg=5.05.mass=0.262,766551703.201206,548.5125956118690,1.44036574492722E-10
Teff=3290.logg=5.1.mass=0.262,755718408.2823480,554.3390397128840,1.42550125822633E-10
Teff=3290.logg=5.15.mass=0.262,744483500.0169980,560.2931828913670,1.40952870710781E-10
Teff=3290.logg=5.2.mass=0.262,732757209.4190230,566.0850544082290,1.3903166259885E-10
Teff=3290.logg=5.mass=0.262,776929658.1176000,542.6580746177030,1.45318679450482E-10
Teff=3300.logg=4.5.mass=0.262,976915201.6669870,774.3671800150080,3.6697379854778E-10
Teff=3300.logg=4.55.mass=0.262,996114332.7472810,827.8071425377720,4.19535337323397E-10
Teff=3300.logg=4.6.mass=0.262,968095562.2682020,809.9913344601510,4.06674667403001E-10
Teff=3300.logg=4.65.mass=0.262,852599369.2364850,560.4335178940880,1.86351924360341E-10
Teff=3300.logg=4.7.mass=0.262,877452736.2206810,617.7541801645240,2.23225982546261E-10
Teff=3300.logg=4.75.mass=0.262,872210794.1167100,631.9159373129080,2.31759139293218E-10
Teff=3300.logg=4.8.mass=0.262,864975661.8691100,637.2801510116380,2.31245021930603E-10
Teff=3300.logg=4.85.mass=0.262,857054156.4457530,642.8995450518380,2.30405131810752E-10
Teff=3300.logg=4.9.mass=0.262,848305016.6663860,648.6610551568020,2.29320391725403E-10
Teff=3300.logg=4.95.mass=0.262,839036498.6680110,654.5586411155990,2.27813769001726E-10
Teff=3300.logg=5.05.mass=0.262,818343395.4025370,666.6266242212910,2.23771781145739E-10
Teff=3300.logg=5.1.mass=0.262,807265987.841759,672.8487685340260,2.21257306979118E-10
Teff=3300.logg=5.15.mass=0.262,795567305.9268790,678.9082725116050,2.18339720869197E-10
Teff=3300.logg=5.2.mass=0.262,783364239.8197230,684.9625072305750,2.15077077069203E-10
Teff=3300.logg=5.mass=0.262,828969549.3226200,660.5790894289900,2.25967181450593E-10
Teff=3310.logg=4.5.mass=0.262,942812694.9698060,813.9645460733090,4.14808644865703E-10
Teff=3310.logg=4.55.mass=0.262,1061305565.659370,1020.8539798444700,6.30177062428355E-10
Teff=3310.logg=4.6.mass=0.262,929735531.5358940,698.0230971664400,2.93843009934066E-10
Teff=3310.logg=4.65.mass=0.262,923379921.2338550,707.0324069269620,2.98849205354592E-10
Teff=3310.logg=4.7.mass=0.262,920652695.4998400,739.4915071136920,3.28403648790861E-10
Teff=3310.logg=4.75.mass=0.262,927386990.7182960,770.3453201572760,3.51375432245159E-10
Teff=3310.logg=4.8.mass=0.262,920428915.1404820,780.5277655924640,3.56360782406489E-10
Teff=3310.logg=4.85.mass=0.262,912387314.825742,785.9697089832080,3.54980006918211E-10
Teff=3310.logg=4.9.mass=0.262,903615581.5945820,791.6177046395690,3.52946122882858E-10
Teff=3310.logg=4.95.mass=0.262,894126022.936824,797.4866202730310,3.50364454838851E-10
Teff=3310.logg=5.05.mass=0.262,873100888.3834720,809.5050502792250,3.43584517873113E-10
Teff=3310.logg=5.1.mass=0.262,861670641.9420680,815.7703517216690,3.39354357251765E-10
Teff=3310.logg=5.15.mass=0.262,849564822.2810400,821.9286264958350,3.34579774841647E-10
Teff=3310.logg=5.2.mass=0.262,837011243.0755450,828.0441868274100,3.29352000742652E-10
Teff=3310.logg=5.mass=0.262,883931678.4415790,803.4222915354410,3.47267560536805E-10
Teff=3320.logg=4.5.mass=0.262,1017061382.020490,1038.7923039592400,6.56295480365412E-10
Teff=3320.logg=4.55.mass=0.262,996306107.0036270,1008.6320193804700,6.25134281518927E-10
Teff=3320.logg=4.55.mass=0.262,1021849533.5212900,1349.8461797537300,8.21238803631217E-10
Teff=3320.logg=4.55.mass=0.262,866248696.822886,480.97988291120600,1.85276135107499E-10
Teff=3320.logg=4.6.mass=0.262,904416993.6590390,729.5574631224130,3.30426401636978E-10
Teff=3320.logg=4.65.mass=0.262,954537886.92197,831.2630879089110,4.23146490654319E-10
Teff=3320.logg=4.7.mass=0.262,991116448.3757290,917.0613843003000,5.04061979671336E-10
Teff=3320.logg=4.75.mass=0.262,968662761.8372330,912.4899131378740,5.01258375819396E-10
Teff=3320.logg=4.8.mass=0.262,989242668.5378690,998.9702662090890,5.86994186203267E-10
Teff=3320.logg=4.85.mass=0.262,976679664.511525,985.387964635618,5.65963786093744E-10
Teff=3320.logg=4.9.mass=0.262,966117633.3534360,982.2399796818460,5.54130555460398E-10
Teff=3320.logg=4.95.mass=0.262,954504816.6896040,979.1392476168510,5.41112104735653E-10
Teff=3320.logg=5.05.mass=0.262,930956994.4019040,982.1277881179630,5.21246362085022E-10
Teff=3320.logg=5.1.mass=0.262,919192216.5582990,988.0851434176370,5.1474657591347E-10
Teff=3320.logg=5.15.mass=0.262,906842643.8764940,994.0798732841540,5.07147073951499E-10
Teff=3320.logg=5.2.mass=0.262,893817332.5274010,1000.0322591869300,4.98783043374942E-10
Teff=3320.logg=5.mass=0.262,941970304.6469210,976.182127973325,5.26980969644891E-10
Teff=3330.logg=4.5.mass=0.262,1118346987.1818600,1357.1984600643500,1.06893544292891E-09
Teff=3330.logg=4.55.mass=0.262,1036297252.6108200,1006.5476342409200,6.159769020971E-10
Teff=3330.logg=4.6.mass=0.262,986149608.2258490,943.4866714651660,5.4907215026775E-10
Teff=3330.logg=4.65.mass=0.262,1036563384.3674200,1038.9847549867400,6.48592160052105E-10
Teff=3330.logg=4.7.mass=0.262,1018595091.9589100,1060.8871487960300,6.82699746268731E-10
Teff=3330.logg=4.75.mass=0.262,1020755369.2569900,1088.550177080840,7.13377771604032E-10
Teff=3330.logg=4.8.mass=0.262,1041695647.575820,1160.8457470112900,8.00230381204259E-10
Teff=3330.logg=4.85.mass=0.262,1067650725.1452500,1309.3594790527800,9.70346793794598E-10
Teff=3330.logg=4.9.mass=0.262,1053912786.9187000,1298.4803520266100,9.55240715358836E-10
Teff=3330.logg=4.95.mass=0.262,1032593531.5882400,1257.088581264480,8.96224842832184E-10
Teff=3330.logg=5.05.mass=0.262,1001164824.6587100,1227.5697610723200,8.30408792777219E-10
Teff=3330.logg=5.1.mass=0.262,986973819.9275920,1223.8197243003700,8.08541215531969E-10
Teff=3330.logg=5.15.mass=0.262,971967715.8748520,1219.8831788362700,7.84681765820299E-10
Teff=3330.logg=5.2.mass=0.262,958828955.2587730,1226.1080270078800,7.72904873521382E-10
Teff=3330.logg=5.mass=0.262,1017199508.4903600,1242.3385802499400,8.64777945405654E-10
Teff=3340.logg=4.5.mass=0.262,1209793834.7456300,1706.0272411384300,1.60580282916811E-09
Teff=3340.logg=4.55.mass=0.262,1135089374.5965000,1259.7745586359300,9.33891833209507E-10
Teff=3340.logg=4.6.mass=0.262,1078380405.7719000,1215.6366533228000,8.88016977692496E-10
Teff=3340.logg=4.65.mass=0.262,1029027324.1915000,1136.656089653810,7.86855472298023E-10
Teff=3340.logg=4.7.mass=0.262,1115131531.9490800,1357.4643621808200,1.09050903833612E-09
Teff=3340.logg=4.75.mass=0.262,1105094518.0996200,1359.992102875870,1.09234308148503E-09
Teff=3340.logg=4.8.mass=0.262,1088499240.3890700,1361.8096592283800,1.09650487737785E-09
Teff=3340.logg=4.85.mass=0.262,1110473197.2335800,1458.916291942980,1.23279906399629E-09
Teff=3340.logg=4.9.mass=0.262,1122785534.4883000,1522.3313492876400,1.29137355801202E-09
Teff=3340.logg=4.95.mass=0.262,1116872271.7224900,1547.9320571159800,1.32192463383555E-09
Teff=3340.logg=5.05.mass=0.262,1101769092.044640,1596.3936699007200,1.3744736556652E-09
Teff=3340.logg=5.1.mass=0.262,1078388184.6643600,1571.1811810516700,1.33879111183299E-09
Teff=3340.logg=5.15.mass=0.262,1051892959.0056700,1528.877324870570,1.2547307431346E-09
Teff=3340.logg=5.2.mass=0.262,1032629688.4688900,1513.2300367181700,1.20418807363684E-09
Teff=3340.logg=5.mass=0.262,1109846242.134260,1572.5357596240800,1.34938425339933E-09
Teff=3350.logg=4.5.mass=0.262,1335736710.0474500,2178.4574758927900,2.47688626069701E-09
Teff=3350.logg=4.55.mass=0.262,1027355885.9829200,1157.6305794936600,8.07628093032044E-10
Teff=3350.logg=4.6.mass=0.262,1182124337.9950900,1549.7189825679800,1.38994243000967E-09
Teff=3350.logg=4.65.mass=0.262,1122374517.9143600,1457.2862716463200,1.25279988306988E-09
Teff=3350.logg=4.7.mass=0.262,1096984807.4210500,1437.2286693562000,1.22672836111082E-09
Teff=3350.logg=4.75.mass=0.262,1141181615.2449800,1580.8532096055000,1.46318596833879E-09
Teff=3350.logg=4.8.mass=0.262,1143230622.0080900,1616.2754921113000,1.52381402947744E-09
Teff=3350.logg=4.85.mass=0.262,1163874573.4585600,1701.3377002000700,1.66897550833218E-09
Teff=3350.logg=4.9.mass=0.262,1175594476.858550,1723.971861873990,1.67529850630439E-09
Teff=3350.logg=4.95.mass=0.262,1175210742.5386700,1743.5851671657800,1.675315335786E-09
Teff=3350.logg=5.05.mass=0.262,1160564820.8892700,1799.2566513452800,1.74813945874443E-09
Teff=3350.logg=5.1.mass=0.262,1151607557.6580700,1825.7735727163500,1.77956885507049E-09
Teff=3350.logg=5.15.mass=0.262,1141796617.1429500,1851.520855508100,1.80749661206556E-09
Teff=3350.logg=5.2.mass=0.262,1130872117.5808100,1876.513436496710,1.83180520170569E-09
Teff=3350.logg=5.mass=0.262,1168416911.9083500,1771.874734930120,1.71340358995068E-09
Teff=3360.logg=4.5.mass=0.262,1094422143.9040600,1412.2836012512000,1.1548255150825E-09
Teff=3360.logg=4.55.mass=0.262,1092132998.9013700,1415.8200527909400,1.17139709472271E-09
Teff=3360.logg=4.6.mass=0.262,1234158692.4800100,1769.1076538064700,1.77286406744912E-09
Teff=3360.logg=4.65.mass=0.262,1229611032.5957100,1856.816149269380,1.94766698805947E-09
Teff=3360.logg=4.7.mass=0.262,1196868275.9858900,1831.9210761892500,1.91463091515075E-09
Teff=3360.logg=4.75.mass=0.262,1238892471.8854500,1954.9098593253300,2.16081033202215E-09
Teff=3360.logg=4.8.mass=0.262,1237647193.3074500,2006.392504278330,2.27373913405365E-09
Teff=3360.logg=4.85.mass=0.262,1218566709.138450,2001.478971398950,2.26895990639854E-09
Teff=3360.logg=4.9.mass=0.262,1233174773.1498800,2081.5348950102300,2.437987804414E-09
Teff=3360.logg=4.95.mass=0.262,1228965085.4485500,2024.8836740271100,2.29886782125953E-09
Teff=3360.logg=5.05.mass=0.262,1216642396.9742300,2050.8720395215000,2.30575726869738E-09
Teff=3360.logg=5.1.mass=0.262,1210083394.1024500,2067.6747313527200,2.30538918145798E-09
Teff=3360.logg=5.15.mass=0.262,1200039771.3132300,2094.364774007000,2.33943383540893E-09
Teff=3360.logg=5.2.mass=0.262,1199993069.363880,2164.218114654810,2.46604999796818E-09
Teff=3360.logg=5.mass=0.262,1222951260.8268100,2036.5930069721600,2.30334890043437E-09
Teff=3370.logg=4.5.mass=0.262,1158633629.8796900,1715.8386640419100,1.63315949893586E-09
Teff=3370.logg=4.55.mass=0.262,1157006300.3996900,1721.122694889810,1.66392310719977E-09
Teff=3370.logg=4.6.mass=0.262,1153962019.2371500,1725.4394396366500,1.68980252192205E-09
Teff=3370.logg=4.65.mass=0.262,1343323083.6071200,2321.226457093480,2.9130191117354E-09
Teff=3370.logg=4.7.mass=0.262,1289886692.8618400,2269.5392086913100,2.81173972586533E-09
Teff=3370.logg=4.75.mass=0.262,1227214409.4616700,2107.4420721611300,2.48227091788932E-09
Teff=3370.logg=4.8.mass=0.262,1315774840.6037500,2412.8202504667400,3.18087855811552E-09
Teff=3370.logg=4.85.mass=0.262,1279271002.175610,2358.539224508290,3.0680686079641E-09
Teff=3370.logg=4.9.mass=0.262,1303135271.166370,2478.8965813403,3.3627100377485E-09
Teff=3370.logg=4.95.mass=0.262,1296960979.4966800,2425.00780467256,3.25090658439929E-09
Teff=3370.logg=5.05.mass=0.262,1277987558.159580,2422.195544295200,3.21986246828946E-09
Teff=3370.logg=5.1.mass=0.262,1268562346.649150,2425.148585729440,3.20308437959641E-09
Teff=3370.logg=5.15.mass=0.262,1259033459.0687100,2430.1427006408800,3.18358635501393E-09
Teff=3370.logg=5.2.mass=0.262,1261223588.0880000,2493.913925453470,3.30622529431294E-09
Teff=3370.logg=5.mass=0.262,1287046681.9510000,2421.3592166654500,3.23416617785439E-09
Teff=3380.logg=4.5.mass=0.262,1225728517.212060,2069.533324493510,2.26237305452078E-09
Teff=3380.logg=4.55.mass=0.262,1224817838.7342900,2078.299978788390,2.31650366933595E-09
Teff=3380.logg=4.6.mass=0.262,1222403736.8064800,2085.1565270560900,2.36293607272787E-09
Teff=3380.logg=4.65.mass=0.262,1215318615.2623700,2090.4946146456600,2.40216510612865E-09
Teff=3380.logg=4.7.mass=0.262,1434612830.952640,2895.864971208120,4.34609735602018E-09
Teff=3380.logg=4.75.mass=0.262,1337965797.9449900,2656.681746167880,3.7434824796963E-09
Teff=3380.logg=4.8.mass=0.262,1385708381.9602300,2836.903717465750,4.25828089335584E-09
Teff=3380.logg=4.85.mass=0.262,1323625224.653330,2697.2109895597700,3.90542982995237E-09
Teff=3380.logg=4.9.mass=0.262,1364288300.0529800,2895.294500744480,4.45409744460274E-09
Teff=3380.logg=4.95.mass=0.262,1378496502.5857500,3006.513108457590,4.77999737258559E-09
Teff=3380.logg=5.05.mass=0.262,1351096481.4226500,2896.4372301263400,4.50622694075582E-09
