Filename,NUV,FUV,EUV
M4.Teff=3200.logg=5.1.TRgrad=7.5.cmtop=5.5.cmin=3.5.fits,29032.69277063380,9222.722385816340,164611.4999314280
M4.Teff=3200.logg=5.1.TRgrad=7.5.cmtop=5.5.cmin=3.fits,31191.60689210390,9641.141191978350,164625.95315595300
M4.Teff=3200.logg=5.1.TRgrad=7.5.cmtop=5.5.cmin=4.5.fits,10510.195645676000,5050.197931596130,162916.70866082800
M4.Teff=3200.logg=5.1.TRgrad=7.5.cmtop=5.5.cmin=4.fits,17291.29308857850,6722.83235395126,164016.93907161400
M4.Teff=3200.logg=5.1.TRgrad=7.5.cmtop=5.cmin=3.5.fits,66842.59907003710,30075.38716222020,959023.9492721500
M4.Teff=3200.logg=5.1.TRgrad=7.5.cmtop=5.cmin=3.fits,81782.17741913370,32945.13301465490,960679.8204177460
M4.Teff=3200.logg=5.1.TRgrad=7.5.cmtop=5.cmin=4.fits,30774.45733995950,22594.984423234100,947790.2669238150
M4.Teff=3200.logg=5.1.TRgrad=7.5.cmtop=6.5.cmin=3.5.fits,7753.913170795120,1566.7002714139700,18040.730269537800
M4.Teff=3200.logg=5.1.TRgrad=7.5.cmtop=6.5.cmin=3.fits,7973.834889978340,1576.9273252314100,18038.80829344300
M4.Teff=3200.logg=5.1.TRgrad=7.5.cmtop=6.5.cmin=4.5.fits,5527.163558413080,1128.6309747372100,17990.98062349030
M4.Teff=3200.logg=5.1.TRgrad=7.5.cmtop=6.5.cmin=4.fits,7407.964655074450,1532.7913508750700,18019.85995549980
M4.Teff=3200.logg=5.1.TRgrad=7.5.cmtop=6.5.cmin=5.5.fits,3821.767327086100,695.5277049147080,17909.57514806570
M4.Teff=3200.logg=5.1.TRgrad=7.5.cmtop=6.5.cmin=5.fits,4498.202545038700,872.8322866059100,17951.533106513300
M4.Teff=3200.logg=5.1.TRgrad=7.5.cmtop=6.cmin=3.5.fits,14878.591964768100,3971.771362261980,56741.78515863230
M4.Teff=3200.logg=5.1.TRgrad=7.5.cmtop=6.cmin=3.fits,15327.834588327100,4027.6087139914600,56700.84424568340
M4.Teff=3200.logg=5.1.TRgrad=7.5.cmtop=6.cmin=4.5.fits,7686.35542008918,2379.5770652054500,56487.27052253990
M4.Teff=3200.logg=5.1.TRgrad=7.5.cmtop=6.cmin=4.fits,11844.911165387900,3312.435089262760,56647.193160504400
M4.Teff=3200.logg=5.1.TRgrad=7.5.cmtop=6.cmin=5.fits,6131.724993799180,1903.5554069322900,56263.54175293710
M4.Teff=3200.logg=5.1.TRgrad=8.5.cmtop=5.5.cmin=3.5.fits,6351.05530291158,914.9656617622650,10359.08732900500
M4.Teff=3200.logg=5.1.TRgrad=8.5.cmtop=5.5.cmin=3.fits,7077.674161984290,969.8154536883740,10351.206354160900
M4.Teff=3200.logg=5.1.TRgrad=8.5.cmtop=5.5.cmin=4.5.fits,5375.248087900900,977.6146445070970,10372.4130527999
M4.Teff=3200.logg=5.1.TRgrad=8.5.cmtop=5.5.cmin=4.fits,5136.3979890941,872.3260636991990,10366.571833268200
M4.Teff=3200.logg=5.1.TRgrad=8.5.cmtop=5.cmin=3.5.fits,12368.654663528800,3437.6669747300500,55526.37318603420
M4.Teff=3200.logg=5.1.TRgrad=8.5.cmtop=5.cmin=3.fits,13816.586760609600,3578.112892475270,55440.935667874
M4.Teff=3200.logg=5.1.TRgrad=8.5.cmtop=5.cmin=4.fits,11651.627528480700,3564.174670973730,55566.03824431790
M4.Teff=3200.logg=5.1.TRgrad=8.5.cmtop=6.5.cmin=3.5.fits,3624.1455068675800,262.3800363105160,1344.9051038541200
M4.Teff=3200.logg=5.1.TRgrad=8.5.cmtop=6.5.cmin=3.fits,3694.7161659433900,276.69487081936700,1343.2527670264100
